period_label,nmas_artist_id,artist_name,residency,spotify_monthly_listeners,youtube_quarter_views,deezer_fans,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,measured_platform_revenue_usd,unmeasured_platform_uplift_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,domestic_share_observed,domestic_revenue_usd,export_revenue_usd,export_revenue_ngn,split_basis,split_classification,youtube_views_source,spotify_listeners_source
Q1_2026,naeto-c,Naeto C,domestic,105596,86625,13032,4435.03,346.5,312.77,5094.3,1330.51,6424.81,9637214.4,0.788288,5064.6,1360.21,2040315.92,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2026,naeto-c,Naeto C,domestic,150582,79972,13048,6324.44,319.89,313.15,6957.48,1897.33,8854.82,13282225.8,0.815436,7220.54,1634.28,2451419.29,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2026,naeto-c,Naeto C,domestic,152790,144461,13058,6417.18,577.84,313.39,7308.42,1925.15,9233.57,13850353.98,0.806881,7450.39,1783.18,2674765.46,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 41% of the quarter, below the 90% adequacy threshold; subscribers x 5.99 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2019,naira-marley,Naira Marley,domestic,118128,0,228,4961.38,0.0,5.47,4966.85,1488.41,6455.27,9682901.91,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019)
Q2_2019,naira-marley,Naira Marley,domestic,156074,0,727,6555.11,0.0,17.45,6572.56,1966.53,8539.09,12808632.6,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q3_2019,naira-marley,Naira Marley,domestic,241019,0,4020,10122.8,0.0,96.48,10219.28,3036.84,13256.12,19884176.1,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q4_2019,naira-marley,Naira Marley,domestic,369686,0,14127,15526.81,0.0,339.05,15865.86,4658.04,20523.9,30785855.4,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q1_2020,naira-marley,Naira Marley,domestic,334095,0,25861,14031.99,0.0,620.66,14652.65,4209.6,18862.25,28293376.5,,,,,not measured: provider published no geography this quarter,UNK,no YouTube presence observed,"observed monthly listeners, quarter end level"
Q2_2020,naira-marley,Naira Marley,domestic,357020,13717572,38185,14994.84,54870.29,916.44,70781.57,4498.45,75280.02,112920030.0,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.23 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2020,naira-marley,Naira Marley,domestic,338136,16189727,55307,14201.71,64758.91,1327.37,80287.99,4260.51,84548.5,126822754.8,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.97 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2020,naira-marley,Naira Marley,domestic,277628,19033306,70285,11660.38,76133.22,1686.84,89480.44,3498.11,92978.55,139467826.8,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.71 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2021,naira-marley,Naira Marley,domestic,359939,21219772,85071,15117.44,84879.09,2041.7,102038.23,4535.23,106573.46,159860189.7,0.110274,11752.31,94821.15,142231728.63,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.45 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2021,naira-marley,Naira Marley,domestic,411868,22884919,101406,17298.46,91539.68,2433.74,111271.88,5189.54,116461.41,174692120.4,0.09706,11303.74,105157.67,157736510.28,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.19 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2021,naira-marley,Naira Marley,domestic,397217,24581250,115150,16683.11,98325.0,2763.6,117771.71,5004.93,122776.65,184164972.3,0.12261,15053.62,107723.03,161584538.18,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 9% of the quarter, below the 90% adequacy threshold; subscribers x 10.92 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2021,naira-marley,Naira Marley,domestic,647736,15490148,127353,27204.91,61960.59,3056.47,92221.98,8161.47,100383.45,150575174.4,0.105864,10627.0,89756.45,134634672.59,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2022,naira-marley,Naira Marley,domestic,455773,14405412,137114,19142.47,57621.65,3290.74,80054.85,5742.74,85797.59,128696384.7,0.123598,10604.37,75193.22,112789828.64,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2022,naira-marley,Naira Marley,domestic,620381,14450731,140931,26056.0,57802.92,3382.34,87241.27,7816.8,95058.07,142587105.9,0.17489,16624.71,78433.36,117650034.77,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2022,naira-marley,Naira Marley,domestic,444738,11716595,143225,18679.0,46866.38,3437.4,68982.78,5603.7,74586.47,111879712.2,0.140148,10453.17,64133.3,96199956.77,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2022,naira-marley,Naira Marley,domestic,1755964,2801290,144404,73750.49,11205.16,3465.7,88421.34,22125.15,110546.49,165819735.6,0.10729,11860.58,98685.91,148028864.35,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2023,naira-marley,Naira Marley,domestic,1238414,7192437,145709,52013.39,28769.75,3497.02,84280.15,15604.02,99884.17,149826252.6,0.260411,26010.9,73873.26,110809895.33,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2023,naira-marley,Naira Marley,domestic,1344007,6722152,146982,56448.29,26888.61,3527.57,86864.47,16934.49,103798.96,155698437.3,0.232164,24098.35,79700.61,119550916.3,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2023,naira-marley,Naira Marley,domestic,1643615,6058962,148006,69031.83,24235.85,3552.14,96819.82,20709.55,117529.37,176294056.5,0.262351,30833.9,86695.47,130043202.92,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2023,naira-marley,Naira Marley,domestic,1166002,10583056,148647,48972.08,42332.22,3567.53,94871.84,14691.63,109563.46,164345191.8,0.290915,31873.68,77689.79,116534678.77,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2024,naira-marley,Naira Marley,domestic,1017824,8243689,149043,42748.61,32974.76,3577.03,79300.4,12824.58,92124.98,138187467.6,0.303549,27964.49,64160.49,96240731.51,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2024,naira-marley,Naira Marley,domestic,1154196,8458340,149375,48476.23,33833.36,3585.0,85894.59,14542.87,100437.46,150656192.4,0.40235,40411.04,60026.42,90039634.58,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2024,naira-marley,Naira Marley,domestic,1196764,8838791,149660,50264.09,35355.16,3591.84,89211.09,15079.23,104290.32,156435477.6,0.522832,54526.27,49764.05,74646071.38,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2024,naira-marley,Naira Marley,domestic,1416271,9065623,150025,59483.38,36262.49,3600.6,99346.47,17845.01,117191.49,175787232.9,0.611539,71667.21,45524.28,68286423.19,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2025,naira-marley,Naira Marley,domestic,1569884,15169880,150506,65935.13,60679.52,3612.14,130226.79,19780.54,150007.33,225010995.6,0.765678,114857.25,35150.08,52725118.44,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2025,naira-marley,Naira Marley,domestic,1468207,14128440,150907,61664.69,56513.76,3621.77,121800.22,18499.41,140299.63,210449445.3,0.617048,86571.61,53728.02,80592025.39,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2025,naira-marley,Naira Marley,domestic,1617663,12611560,151301,67941.85,50446.24,3631.22,122019.31,20382.55,142401.86,213602795.7,0.690244,98292.07,44109.79,66164684.5,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2025,naira-marley,Naira Marley,domestic,1609155,12633060,151578,67584.51,50532.24,3637.87,121754.62,20275.35,142029.98,213044962.5,0.710543,100918.44,41111.53,61667298.97,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2026,naira-marley,Naira Marley,domestic,1660268,11955910,151989,69731.26,47823.64,3647.74,121202.63,20919.38,142122.01,213183013.2,0.819612,116484.86,25637.15,38455725.44,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2026,naira-marley,Naira Marley,domestic,1903164,12518803,152590,79932.89,50075.21,3662.16,133670.26,23979.87,157650.13,236475189.6,0.848131,133708.01,23942.12,35913174.34,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2026,naira-marley,Naira Marley,domestic,1839273,23361000,152810,77249.47,93444.0,3667.44,174360.91,23174.84,197535.75,296303618.7,0.821361,162248.09,35287.65,52931481.13,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 46% of the quarter, below the 90% adequacy threshold; subscribers x 5.99 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2019,niniola,Niniola,domestic,240606,1265032,0,10105.45,5060.13,0.0,15165.58,3031.64,18197.21,27295821.15,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.53 views/month (EST, calibrated)",estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019)
Q2_2019,niniola,Niniola,domestic,317895,1423820,0,13351.59,5695.28,0.0,19046.87,4005.48,23052.35,34578517.56,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.27 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2019,niniola,Niniola,domestic,252224,1572498,1208,10593.41,6289.99,28.99,16912.39,3178.02,20090.41,30135621.24,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.01 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2019,niniola,Niniola,domestic,227712,1743708,1304,9563.9,6974.83,31.3,16570.03,2869.17,19439.2,29158801.92,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.75 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2020,niniola,Niniola,domestic,318834,2015273,1407,13391.03,8061.09,33.77,21485.89,4017.31,25503.2,38254792.68,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.49 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2020,niniola,Niniola,domestic,225341,2241026,1545,9464.32,8964.1,37.08,18465.51,2839.3,21304.8,31957202.7,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.23 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2020,niniola,Niniola,domestic,323444,2476921,1726,13584.65,9907.68,41.42,23533.75,4075.39,27609.15,41413723.2,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.97 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2020,niniola,Niniola,domestic,338123,2591620,2093,14201.17,10366.48,50.23,24617.88,4260.35,28878.23,43317340.74,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.71 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2021,niniola,Niniola,domestic,388268,2678224,3468,16307.26,10712.89,83.23,27103.38,4892.18,31995.56,47993338.8,0.065509,2095.99,29899.57,44849349.15,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.45 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2021,niniola,Niniola,domestic,370097,2718004,4520,15544.07,10872.01,108.48,26524.57,4663.22,31187.79,46781685.9,0.048949,1526.6,29661.19,44491785.29,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.19 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2021,niniola,Niniola,domestic,673272,2766210,5486,28277.42,11064.84,131.66,39473.93,8483.23,47957.16,71935732.8,0.045015,2158.8,45798.35,68697528.6,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 9% of the quarter, below the 90% adequacy threshold; subscribers x 10.92 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2021,niniola,Niniola,domestic,540518,3820165,6537,22701.76,15280.66,156.89,38139.3,6810.53,44949.83,67424746.2,0.067784,3046.9,41902.93,62854397.31,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2022,niniola,Niniola,domestic,398790,2485957,7527,16749.18,9943.83,180.65,26873.66,5024.75,31898.41,47847615.0,0.046589,1486.1,30412.31,45618459.83,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2022,niniola,Niniola,domestic,470387,1063863,7895,19756.25,4255.45,189.48,24201.19,5926.88,30128.06,45192093.3,0.093885,2828.57,27299.49,40949235.0,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2022,niniola,Niniola,domestic,414046,3440594,8061,17389.93,13762.38,193.46,31345.77,5216.98,36562.75,54844127.4,0.062014,2267.41,34295.35,51443018.63,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2022,niniola,Niniola,domestic,386150,2858328,8146,16218.3,11433.31,195.5,27847.12,4865.49,32712.61,49068909.0,0.050783,1661.23,31051.37,46577057.37,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 9.62 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2023,niniola,Niniola,domestic,532043,5939242,8212,22345.81,23756.97,197.09,46299.86,6703.74,53003.6,79505405.7,0.070325,3727.48,49276.12,73914185.38,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2023,niniola,Niniola,domestic,411145,2321770,8283,17268.09,9287.08,198.79,26753.96,5180.43,31934.39,47901583.5,0.076515,2443.47,29490.92,44236374.44,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2023,niniola,Niniola,domestic,306191,2882708,8340,12860.02,11530.83,200.16,24591.01,3858.01,28449.02,42673530.9,0.128937,3668.13,24780.89,37171328.99,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2023,niniola,Niniola,domestic,288463,4209442,8435,12115.45,16837.77,202.44,29155.65,3634.63,32790.29,49185431.7,0.1346,4413.59,28376.7,42565052.7,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2024,niniola,Niniola,domestic,248332,1571362,8491,10429.94,6285.45,203.78,16919.18,3128.98,20048.16,30072238.8,0.162113,3250.07,16798.09,25197130.02,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2024,niniola,Niniola,domestic,302096,4079662,8569,12688.03,16318.65,205.66,29212.34,3806.41,33018.75,49528118.4,0.136955,4522.09,28496.66,42744990.49,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2024,niniola,Niniola,domestic,342307,2715305,8615,14376.89,10861.22,206.76,25444.87,4313.07,29757.94,44636912.1,0.284175,8456.46,21301.49,31952229.56,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 7.80 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2024,niniola,Niniola,domestic,236343,3400288,8656,9926.41,13601.15,207.74,23735.3,2977.92,26713.22,40069835.7,0.24822,6630.75,20082.47,30123707.37,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2025,niniola,Niniola,domestic,200735,2622094,8717,8430.87,10488.38,209.21,19128.46,2529.26,21657.72,32486575.33,0.220649,4778.76,16878.96,25318441.25,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 7.28 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2025,niniola,Niniola,domestic,320576,2301400,8775,13464.19,9205.6,210.6,22880.39,4039.26,26919.65,40379474.4,0.440088,11847.02,15072.63,22608939.92,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2025,niniola,Niniola,domestic,308628,4342820,8858,12962.38,17371.28,212.59,30546.25,3888.71,34434.96,51652441.2,0.342517,11794.55,22640.41,33960620.43,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2025,niniola,Niniola,domestic,272649,2918774,8959,11451.26,11675.1,215.02,23341.37,3435.38,26776.75,40165121.1,0.352908,9449.73,17327.02,25990531.24,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2026,niniola,Niniola,domestic,212783,1635300,9030,8936.89,6541.2,216.72,15694.81,2681.07,18375.87,27563807.7,0.344006,6321.42,12054.46,18081684.84,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2026,niniola,Niniola,domestic,278818,1981490,9156,11710.36,7925.96,219.74,19856.06,3513.11,23369.17,35053750.2,0.396667,9269.79,14099.38,21149071.65,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2026,niniola,Niniola,domestic,227725,2300160,9211,9564.45,9200.64,221.06,18986.15,2869.34,21855.49,32783233.5,0.400965,8763.29,13092.2,19638301.01,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 46% of the quarter, below the 90% adequacy threshold; subscribers x 5.99 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2019,nonso-amadi,Nonso Amadi,diaspora_candidate,145860,1282847,4671,6126.12,5131.39,112.1,11369.61,1837.84,13207.44,19811164.68,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.53 views/month (EST, calibrated)",estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019)
Q2_2019,nonso-amadi,Nonso Amadi,diaspora_candidate,192714,1463501,4850,8093.99,5854.0,116.4,14064.39,2428.2,16492.59,24738879.65,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.27 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2019,nonso-amadi,Nonso Amadi,diaspora_candidate,283593,1697361,5342,11910.91,6789.45,128.21,18828.56,3573.27,22401.83,33602746.5,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 13.01 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2019,nonso-amadi,Nonso Amadi,diaspora_candidate,218138,1934904,6423,9161.8,7739.61,154.15,17055.56,2748.54,19804.1,29706151.32,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.75 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2020,nonso-amadi,Nonso Amadi,diaspora_candidate,190836,2086444,7138,8015.11,8345.78,171.31,16532.2,2404.53,18936.73,28405100.52,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.49 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2020,nonso-amadi,Nonso Amadi,diaspora_candidate,198661,2215351,7650,8343.76,8861.4,183.6,17388.77,2503.13,19891.9,29837843.1,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 12.23 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2020,nonso-amadi,Nonso Amadi,diaspora_candidate,167962,2329741,8242,7054.4,9318.97,197.81,16571.18,2116.32,18687.5,28031247.36,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.97 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2020,nonso-amadi,Nonso Amadi,diaspora_candidate,142329,2398477,8672,5977.82,9593.91,208.13,15779.86,1793.35,17573.2,26359801.74,,,,,not measured: provider published no geography this quarter,UNK,"estimated: subscribers x 11.71 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q1_2021,nonso-amadi,Nonso Amadi,diaspora_candidate,144972,2437870,8996,6088.82,9751.48,215.9,16056.21,1826.65,17882.86,26824284.0,0.051293,917.26,16965.6,25448395.03,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.45 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q2_2021,nonso-amadi,Nonso Amadi,diaspora_candidate,142518,2476403,9221,5985.76,9905.61,221.3,16112.67,1795.73,17908.4,26862599.88,0.042477,760.7,17147.7,25721548.32,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: subscribers x 11.19 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q3_2021,nonso-amadi,Nonso Amadi,diaspora_candidate,158899,2543340,9482,6673.76,10173.36,227.57,17074.69,2002.13,19076.81,28615220.1,0.05533,1055.51,18021.3,27031952.65,observed: artist's own Nigerian share of listeners this quarter,OBS,"estimated: observations span 9% of the quarter, below the 90% adequacy threshold; subscribers x 10.92 views/month (EST, calibrated)","observed monthly listeners, quarter end level"
Q4_2021,nonso-amadi,Nonso Amadi,diaspora_candidate,149317,1340230,9665,6271.31,5360.92,231.96,11864.19,1881.39,13745.59,20618382.3,0.0653,897.59,12848.0,19272002.67,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2022,nonso-amadi,Nonso Amadi,diaspora_candidate,269126,1451597,9878,11303.29,5806.39,237.07,17346.75,3390.99,20737.74,31106609.4,0.068691,1424.5,19313.24,28969861.24,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2022,nonso-amadi,Nonso Amadi,diaspora_candidate,926827,3317884,10042,38926.73,13271.54,241.01,52439.28,11678.02,64117.3,96175947.3,0.034067,2184.26,61933.04,92899557.9,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2022,nonso-amadi,Nonso Amadi,diaspora_candidate,838961,2275517,10173,35236.36,9102.07,244.15,44582.58,10570.91,55153.49,82730235.9,0.034841,1921.6,53231.89,79847833.47,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2022,nonso-amadi,Nonso Amadi,diaspora_candidate,569822,1735253,10249,23932.52,6941.01,245.98,31119.51,7179.76,38299.27,57448903.8,0.048447,1855.49,36443.78,54665666.99,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2023,nonso-amadi,Nonso Amadi,diaspora_candidate,701376,4404715,10342,29457.79,17618.86,248.21,47324.86,8837.34,56162.2,84243296.4,0.083004,4661.69,51500.51,77250762.33,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2023,nonso-amadi,Nonso Amadi,diaspora_candidate,923242,3924969,10439,38776.16,15699.88,250.54,54726.58,11632.85,66359.43,99539137.8,0.100866,6693.39,59666.04,89499057.19,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2023,nonso-amadi,Nonso Amadi,diaspora_candidate,577725,1529673,10503,24264.45,6118.69,252.07,30635.21,7279.34,37914.55,56871823.5,0.101245,3838.68,34075.87,51113807.57,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2023,nonso-amadi,Nonso Amadi,diaspora_candidate,646290,2680773,10627,27144.18,10723.09,255.05,38122.32,8143.25,46265.57,69398361.0,0.109281,5055.96,41209.62,61814426.04,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2024,nonso-amadi,Nonso Amadi,diaspora_candidate,569287,1396174,10688,23910.05,5584.7,256.51,29751.26,7173.02,36924.28,55386417.3,0.129694,4788.85,32135.43,48203146.72,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2024,nonso-amadi,Nonso Amadi,diaspora_candidate,678150,1939997,10750,28482.3,7759.99,258.0,36500.29,8544.69,45044.98,67567467.0,0.131555,5925.89,39119.09,58678635.71,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2024,nonso-amadi,Nonso Amadi,diaspora_candidate,529701,1994375,10799,22247.44,7977.5,259.18,30484.12,6674.23,37158.35,55737525.9,0.170481,6334.78,30823.57,46235356.08,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2024,nonso-amadi,Nonso Amadi,diaspora_candidate,403749,1551635,10860,16957.46,6206.54,260.64,23424.64,5087.24,28511.88,42767813.1,0.242907,6925.74,21586.14,32379206.54,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q1_2025,nonso-amadi,Nonso Amadi,diaspora_candidate,368446,1580020,10926,15474.73,6320.08,262.22,22057.04,4642.42,26699.46,40049183.4,0.299569,7998.33,18701.13,28051689.32,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q2_2025,nonso-amadi,Nonso Amadi,diaspora_candidate,355527,1745760,10973,14932.13,6983.04,263.35,22178.53,4479.64,26658.17,39987249.3,0.286837,7646.56,19011.6,28517406.98,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q3_2025,nonso-amadi,Nonso Amadi,diaspora_candidate,525171,3311560,11067,22057.18,13246.24,265.61,35569.03,6617.15,42186.18,63279276.9,0.301976,12739.21,29446.97,44170458.55,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
Q4_2025,nonso-amadi,Nonso Amadi,diaspora_candidate,493802,3550064,11190,20739.68,14200.26,268.56,35208.5,6221.91,41430.41,62145607.8,0.361758,14987.79,26442.62,39663929.44,observed: artist's own Nigerian share of listeners this quarter,OBS,"observed channel views, quarter net change","observed monthly listeners, quarter end level"
