period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source,spotify_listeners_basis,ngn_per_usd,ngn_rate_basis
Q4_2022,Korede Bello,548941,0,1835608,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",21982,5763880,23055.52,7342.43,527.57,6916.66,37842.18,16120011.84,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,LADIPOE,640865,0,0,no YouTube presence observed,66187,6729082,26916.33,0.0,1588.49,8074.9,36579.72,15582229.13,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Falz,525672,373000,1339280,"observed channel views, quarter net change",80793,5519556,22078.22,5357.12,1939.03,6623.47,35997.84,15334359.88,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Tay Iwar,641748,6600,57221,"observed channel views, quarter net change",0,6738354,26953.42,228.88,0.0,8086.02,35268.32,15023598.95,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Zinoleesky,610133,0,0,no YouTube presence observed,47928,6406396,25625.59,0.0,1150.27,7687.68,34463.54,14680778.77,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Lil Kesh,259737,192000,4928884,"observed channel views, quarter net change",18029,2727238,10908.95,19715.54,432.7,3272.69,34329.88,14623842.28,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Fela Kuti,468241,0,660704,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",183265,4916530,19666.12,2642.81,4398.36,5899.84,32607.13,13889985.24,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Niniola,374378,99000,2858328,"estimated: subscribers x 9.62 views/month (EST, calibrated)",8118,3930969,15723.88,11433.31,194.83,4717.16,32069.18,13660829.3,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,WurlD,365354,38000,2031178,"observed channel views, quarter net change",45006,3836217,15344.87,8124.71,1080.14,4603.46,29153.18,12418671.62,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,DJ Neptune,413527,148000,1101239,"observed channel views, quarter net change",71000,4342034,17368.13,4404.96,1704.0,5210.44,28687.53,12220314.03,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Aṣa,362753,135000,1240854,"observed channel views, quarter net change",129231,3808906,15235.63,4963.42,3101.54,4570.69,27871.28,11872607.85,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,2Baba,249827,366000,3381597,"observed channel views, quarter net change",9885,2623184,10492.73,13526.39,237.24,3147.82,27404.18,11673632.6,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Phyno,270226,0,2535250,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",37347,2837373,11349.49,10141.0,896.33,3404.85,25791.67,10986735.59,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Mannywellz,237503,20200,3139961,"observed channel views, quarter net change",639,2493782,9975.13,12559.84,15.34,2992.54,25542.85,10880743.24,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,D'banj,343676,187000,1641445,"observed channel views, quarter net change",7400,3608598,14434.39,6565.78,177.6,4330.32,25508.09,10865936.18,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Boy Spyce,460139,0,0,no YouTube presence observed,583,4831460,19325.84,0.0,13.99,5797.75,25137.58,10708106.33,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Vector,205361,57000,3392977,"observed channel views, quarter net change",4278,2156290,8625.16,13571.91,102.67,2587.55,24887.29,10601487.79,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Ajebutter22,423970,0,0,no YouTube presence observed,6124,4451685,17806.74,0.0,146.98,5342.02,23295.74,9923519.33,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Odunsi (The Engine),380649,31600,407312,"observed channel views, quarter net change",5218,3996814,15987.26,1629.25,125.23,4796.18,22537.92,9600703.16,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Praiz,403619,0,0,no YouTube presence observed,1472,4238000,16952.0,0.0,35.33,5085.6,22072.93,9402626.72,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Show Dem Camp,383779,0,0,no YouTube presence observed,8654,4029680,16118.72,0.0,207.7,4835.62,21162.04,9014605.8,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Cruel Santino,367649,5670,7436,"observed channel views, quarter net change",6453,3860314,15441.26,29.74,154.87,4632.38,20258.25,8629609.34,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Banky W.,154120,535000,2652005,"observed channel views, quarter net change",8937,1618260,6473.04,10608.02,214.49,1941.91,19237.46,8194773.21,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Zlatan,303051,0,0,no YouTube presence observed,111391,3182036,12728.14,0.0,2673.38,3818.44,19219.96,8187318.56,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Reminisce,294871,67200,666899,"observed channel views, quarter net change",11960,3096146,12384.58,2667.6,287.04,3715.37,19054.59,8116874.25,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,M.I. Abaga,241050,87600,1247079,"observed channel views, quarter net change",7652,2531025,10124.1,4988.32,183.65,3037.23,18333.3,7809619.13,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Bloody Civilian,335445,0,0,no YouTube presence observed,25,3522172,14088.69,0.0,0.6,4226.61,18315.9,7802207.08,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Bracket,301147,0,0,no YouTube presence observed,28174,3162044,12648.17,0.0,676.18,3794.45,17118.8,7292266.42,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Mohbad,224964,25100,724687,"estimated: observed volume rejected (1 provider restatement exceeded the quarter's net change); subscribers x 9.62 views/month (EST, calibrated)",39532,2362122,9448.49,2898.75,948.77,2834.55,16130.56,6871295.95,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Johnny Drille,291743,0,0,no YouTube presence observed,7528,3063302,12253.21,0.0,180.67,3675.96,16109.84,6862469.64,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Peruzzi,245791,0,0,no YouTube presence observed,40907,2580806,10323.22,0.0,981.77,3096.97,14401.96,6134946.92,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Bad Boy Timz,235482,14200,41260,"observed channel views, quarter net change",18077,2472561,9890.24,165.04,433.85,2967.07,13456.2,5732072.08,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Prettyboy D-O,228316,7730,113603,"observed channel views, quarter net change",1436,2397318,9589.27,454.41,34.46,2876.78,12954.92,5518536.82,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Terri,204829,81200,285134,"observed channel views, quarter net change",4710,2150704,8602.82,1140.54,113.04,2580.85,12437.25,5298019.75,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Lady Donli,202965,5210,150423,"estimated: subscribers x 9.62 views/month (EST, calibrated)",1084,2131132,8524.53,601.69,26.02,2557.36,11709.6,4988055.41,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,HarrySong,162666,0,463020,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",743,1707993,6831.97,1852.08,17.83,2049.59,10751.47,4579911.19,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Sean Tizzle,164612,26300,326418,"observed channel views, quarter net change",4644,1728426,6913.7,1305.67,111.46,2074.11,10404.94,4432296.34,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Rude Boy,184519,0,0,no YouTube presence observed,1467,1937450,7749.8,0.0,35.21,2324.94,10109.95,4306636.5,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Libianca,178207,0,0,no YouTube presence observed,112,1871174,7484.69,0.0,2.69,2245.41,9732.79,4145973.88,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Brymo,89476,52200,1029870,"observed channel views, quarter net change",14937,939498,3757.99,4119.48,358.49,1127.4,9363.36,3988604.09,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Khaid,171023,0,0,no YouTube presence observed,833,1795742,7182.97,0.0,19.99,2154.89,9357.85,3986256.94,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Seyi Vibez,149907,14100,113466,"observed channel views, quarter net change",4611,1574024,6296.09,453.86,110.66,1888.83,8749.44,3727086.45,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Bayanni,148918,0,0,no YouTube presence observed,92,1563639,6254.56,0.0,2.21,1876.37,8133.14,3464554.98,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,9ice,67149,36300,1021863,"observed channel views, quarter net change",9685,705064,2820.26,4087.45,232.44,846.08,7986.23,3401974.26,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Seyi Shay,79099,129000,595111,"observed channel views, quarter net change",7526,830540,3322.16,2380.44,180.62,996.65,6879.87,2930687.02,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Dice Ailes,71785,24400,652836,"observed channel views, quarter net change (3 provider restatements repriced at the artist's median daily rate)",3722,753742,3014.97,2611.34,89.33,904.49,6620.13,2820042.98,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Duncan Mighty,90649,0,0,no YouTube presence observed,4981,951814,3807.26,0.0,119.54,1142.18,5068.98,2159284.1,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Solidstar,49076,62200,476819,"observed channel views, quarter net change",1522,515298,2061.19,1907.28,36.53,618.36,4623.36,1969458.89,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,King Sunny Ade,63846,0,0,no YouTube presence observed,8904,670383,2681.53,0.0,213.7,804.46,3699.69,1575993.95,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Spyro,62958,1500,43308,"estimated: observations span 21% of the quarter, below the 90% adequacy threshold; subscribers x 9.62 views/month (EST, calibrated)",0,661059,2644.24,173.23,0.0,793.27,3610.74,1538103.03,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,ODUMODUBLVCK,48724,3860,158997,"observed channel views, quarter net change",489,511602,2046.41,635.99,11.74,613.92,3308.06,1409167.4,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Small Doctor,44232,25900,152376,"observed channel views, quarter net change",581,464436,1857.74,609.5,13.94,557.32,3038.5,1294340.23,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Dremo,48570,0,0,no YouTube presence observed,10695,509985,2039.94,0.0,256.68,611.98,2908.6,1239005.43,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Waje,36498,46600,203447,"observed channel views, quarter net change",1730,383229,1532.92,813.79,41.52,459.87,2848.1,1213233.64,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Lyta,50263,0,0,no YouTube presence observed,1810,527762,2111.05,0.0,43.44,633.31,2787.8,1187547.04,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Darey,20710,62500,366458,"observed channel views, quarter net change",3784,217455,869.82,1465.83,90.82,260.95,2687.42,1144787.17,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Naeto C,27292,5750,166014,"estimated: subscribers x 9.62 views/month (EST, calibrated)",12938,286566,1146.26,664.06,310.51,343.88,2464.71,1049917.17,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,CDQ,22225,26200,307161,"observed channel views, quarter net change",497,233362,933.45,1228.64,11.93,280.04,2454.06,1045380.48,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Sound Sultan,33238,15500,103546,"observed channel views, quarter net change",1225,348999,1396.0,414.18,29.4,418.8,2258.38,962024.71,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Jesse Jagz,26833,11000,140107,"observed channel views, quarter net change",5314,281746,1126.99,560.43,127.54,338.1,2153.06,917160.5,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Olu Maintain,31692,0,0,no YouTube presence observed,401,332766,1331.06,0.0,9.62,399.32,1740.0,741205.2,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Mr Real,19486,40500,78783,"observed channel views, quarter net change",0,204603,818.41,315.13,0.0,245.52,1379.06,587451.98,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Terry Apala,22813,5470,23857,"observed channel views, quarter net change",329,239536,958.15,95.43,7.9,287.44,1348.92,574612.94,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Illbliss,18782,9040,75165,"observed channel views, quarter net change (1 provider restatement repriced at the artist's median daily rate)",308,197211,788.84,300.66,7.39,236.65,1333.54,568061.37,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Qing Madi,21017,0,0,no YouTube presence observed,26,220678,882.71,0.0,0.62,264.81,1148.14,489084.68,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Yung6ix,16215,0,0,no YouTube presence observed,687,170258,681.03,0.0,16.49,204.31,901.83,384161.54,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Eldee,10149,287,1499,"observed channel views, quarter net change",4196,106564,426.26,6.0,100.7,127.88,660.84,281504.62,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Dammy Krane,5921,5240,10664,"observed channel views, quarter net change",538,62170,248.68,42.66,12.91,74.6,378.85,161382.52,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Lagbaja,0,4890,37686,"observed channel views, quarter net change",2768,0,0.0,150.74,66.43,0.0,217.17,92510.08,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Sauce Kid,3068,0,0,no YouTube presence observed,109,32214,128.86,0.0,2.62,38.66,170.14,72476.24,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Ebenezer Obey,0,0,0,no YouTube presence observed,4828,0,0.0,0.0,115.87,0.0,115.87,49358.3,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Oritsefemi,20,0,0,no YouTube presence observed,1083,210,0.84,0.0,25.99,0.25,27.08,11535.54,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Shallipopi,64,0,0,no YouTube presence observed,5,672,2.69,0.0,0.12,0.81,3.62,1542.05,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,DJ Spinall,52,0,0,no YouTube presence observed,0,546,2.18,0.0,0.0,0.66,2.84,1209.78,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,Tempoe,0,0,0,no YouTube presence observed,19,0,0.0,0.0,0.46,0.0,0.46,195.95,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,425.98,CBN annual average official rate 425.98 NGN/USD for 2022 (ASM)
Q4_2022,=== PERIOD TOTAL ===,,,,,,,7985618.37,6619374.03,197806.55,2395685.56,17198484.51,7326210431.55,Aggregated,,,,
Q1_2023,Rema,37876758,3100000,210403503,"observed channel views, quarter net change",334129,397705959,1590823.84,841614.01,8019.1,477247.15,2917704.1,1881919144.5,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,645.0,CBN annual average official rate 645.00 NGN/USD for 2023 (ASM)
Q1_2023,Burna Boy,16129679,3790000,185828862,"observed channel views, quarter net change",772560,169361630,677446.52,743315.45,18541.44,203233.96,1642537.37,1059436603.65,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,645.0,CBN annual average official rate 645.00 NGN/USD for 2023 (ASM)
Q1_2023,CKay,13741317,3720000,85159027,"observed channel views, quarter net change",164093,144283828,577135.31,340636.11,3938.23,173140.59,1094850.24,706178404.8,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,645.0,CBN annual average official rate 645.00 NGN/USD for 2023 (ASM)
Q1_2023,Ayra Starr,9609129,1020000,104236056,"observed channel views, quarter net change",72564,100895854,403583.42,416944.22,1741.54,121075.03,943344.21,608457015.45,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,645.0,CBN annual average official rate 645.00 NGN/USD for 2023 (ASM)
Q1_2023,Tems,13670486,597000,32386568,"observed channel views, quarter net change",136259,143540103,574160.41,129546.27,3270.22,172248.12,879225.02,567100137.9,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,645.0,CBN annual average official rate 645.00 NGN/USD for 2023 (ASM)
Q1_2023,Wizkid,9133142,2750000,87259788,"observed channel views, quarter net change",834305,95897991,383591.96,349039.15,20023.32,115077.59,867732.02,559687152.9,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 3 monthly levels observed in the quarter,645.0,CBN annual average official rate 645.00 NGN/USD for 2023 (ASM)
