nmas_artist_id,artist_name,in_sample,region,state_area,chartmetric_id,soundcharts_uuid,soundcharts_name,match_confidence,in_daily_microdata
mike-ejeagha,Mike Ejeagha,N,,,,11e81bc0-b365-8078-b9c4-a0369fe50396,Mike Ejeagha,exact_no_country,N
mike-falana,Mike Falana,N,,,,,,unmatched,N
minister-guc,Minister GUC,N,,,,f1383b90-339a-11ea-bc2c-549f35161576,Minister GUC,exact_ng,N
minz,Minz,N,South,,,11e81bbf-73db-5334-9e8c-a0369fe50396,Minz,exact_ng,N
mo-cheddah,Mo'Cheddah,N,,,,11e81bc8-acfb-27bc-ba47-a0369fe50396,Mo'Cheddah,exact_ng,N
mode-9,Mode 9,N,,,,e62a850a-c5be-11e8-a6eb-549f35141000,Mode 9,exact_no_country,N
modenine,Modenine,N,,,,11e83fe1-64ec-c2ae-a648-aa1c026db3d8,Modenine,exact_ng,N
modola,Modola,N,,,,b54784b4-e3dd-4df2-9564-a523bca36a1a,Modola,exact_foreign,N
mohbad,Mohbad,Y,South,Ogun,1572633,265de3e0-47bc-11e9-a956-549f35141000,Mohbad,exact_ng,Y
momee-gombe,Momee Gombe,N,North,,,3daea0b7-236d-4995-8d5e-5cc3639bed75,Momee Gombe,exact_ng,N
monaky,Monaky,N,South,,,a3642ee7-22fc-4b9c-950e-fcf2b0c817ff,Monaky,exact_ng,N
monica-ogah,Monica Ogah,N,,,,11e83feb-7e8f-ada2-9485-a0369fe50396,MONICA OGAH,exact_ng,N
monicazation,Monicazation,N,,,,9dd50f1e-54a2-11e9-b63d-549f35161576,Monicazation,exact_foreign,N
monochrome,Monochrome,N,,,,108b1af6-a6a5-45fb-91aa-f928ef80478b,Monochrome,exact_ng,N
moravey,Moravey,N,South,,,7bac8163-ed7b-4cd7-a9a5-c0a06e02342e,Morravey,ambiguous,N
morell,Morell,N,North,Kano,,11e81bcc-cd84-1aee-9d7e-a0369fe50396,Morell,exact_ng,N
morocco-maduka,Morocco Maduka,N,,,,3227ccde-c6ea-4d51-852e-7368498aaae7,Morocco Maduka,exact_ng,N
morravey,Morravey,N,South,,,7bac8163-ed7b-4cd7-a9a5-c0a06e02342e,Morravey,exact_ng,N
mosbeekhan,Mosbeekhan,N,,,,44df9653-2751-4cf2-b2ca-5a00f691b2ec,Mosbeekhan,exact_ng,N
moses-bliss,Moses Bliss,N,,,,11e83feb-3bdf-ceb0-afda-aa1c026db3d8,Moses Bliss,exact_ng,N
moses-olaiya,Moses Olaiya,N,,,,,,unmatched,N
mr-2kay,Mr 2Kay,N,,,,11e81bbf-0123-c4f2-84a5-a0369fe50396,Mr. 2Kay,exact_ng,N
mr-dutch,Mr Dutch,N,,,,ae14e4cc-b8cf-11e8-83e3-525400009efb,Mr. Dutch,exact_foreign,N
mr-eazi,Mr Eazi,Y,South,Edo,211382,66436e6e-b7ff-11e8-9127-525400009efb,Mr Eazi,exact_ng,Y
mr-m-revelation,Mr M & Revelation,N,,,,11e8aa04-ed58-ee1e-8f43-525400009efb,Mr M & Revelation,exact_ng,N
mr-raw,Mr Raw,N,,,,11e83fe9-520b-97ac-9723-aa1c026db3d8,Mr Raw,exact_ng,N
mr-real,Mr Real,Y,,,818502,426cd532-b338-11e8-9639-525400009efb,Mr Real,exact_ng,Y
mr-p,Mr. P,N,,,,11e83fed-5a39-524e-942b-aa1c026db3d8,Mr. P,exact_ng,N
msquare,Msquare,N,North,,,45ed9651-2398-4ec8-b0ee-fc0ff2134858,Msquare,exact_no_country,N
msquare-nahh,Msquare Nahh,N,North,,,,,unmatched,N
mukhtar-sarkin-goge,Mukhtar Sarkin Goge,N,North,,,,,unmatched,N
muma-gee,Muma Gee,N,,,,efdf9547-1189-498e-b36e-9fbfafeadf39,Muma Gee,exact_ng,N
muna,Muna,N,,,,11e81bc0-bc35-6772-9b18-a0369fe50396,Muna,exact_foreign,N
munachi-abii,Munachi Abii,N,,,,,,unmatched,N
muraina-oyelami,Muraina Oyelami,N,,,,,,unmatched,N
muri-thunder,Muri Thunder,N,,,,8f5dbb15-a135-4846-bdd9-3ca34eacf239,Muri Thunder,exact_ng,N
murz,Murz,N,,,,d2dea7cd-9979-4798-9aac-d257992fa041,Murz,exact_foreign,N
musa-dankwairo,Musa Dankwairo,N,North,,,11e83fe6-38a2-e390-abd1-aa1c026db3d8,Alhaji Musa Dankwairo,ng_only,N
musa-jambo,Musa Jambo,N,North,Kaduna,,,,unmatched,N
musicbwoy,Musicbwoy,N,North,,,202bd90c-298c-11ea-aa41-e4434b2a4898,Musicbwoy,exact_ng,N
musta4a,Musta4a,N,North,,,a0d43d16-4cc7-11ea-86ed-549f35141000,Musta4a,exact_ng,N
musty-sango,Musty Sango,N,North,Kano,,,,unmatched,N
muyeez,Muyeez,N,North,,,c143b697-93e1-42d6-a950-7d68e46501eb,Muyeez,exact_ng,N
mz-kiss,Mz Kiss,N,,,,11e83fe7-0ea3-2d24-a46e-aa1c026db3d8,Mz Kiss,exact_ng,N
no11,NO11,N,,,,bece878a-4351-4b35-8f94-1d8e36e292b0,NO11,exact_ng,N
naeto-c,Naeto C,Y,,,429240,11e81bbb-1880-fe2a-8f70-a0369fe50396,Naeto C,exact_ng,Y
naira-marley,Naira Marley,Y,South,Lagos,427024,11e81bc0-b6b1-58b0-83bc-a0369fe50396,Naira Marley,exact_ng,Y
namenj,Namenj,N,North,Adamawa,,2a2014ac-f37b-498f-9114-1c9d1d167bfe,Namenj,exact_ng,N
nasiru-jikan,Nasiru Jikan,N,North,,,,,unmatched,N
nathaniel-bassey,Nathaniel Bassey,N,,,,11e83fe2-8fec-c480-ab08-aa1c026db3d8,Nathaniel Bassey,exact_ng,N
nazifi-asnanic,Nazifi Asnanic,N,,,,142ef2b6-e467-11e9-ae56-549f35141000,Nazifi Asnanic,exact_ng,N
nazir-m-ahmad,Nazir M. Ahmad,N,North,Kano,,11e83fe2-5799-12a0-b1ed-aa1c026db3d8,Nazir M. Ahmad,exact_ng,N
nazir-sarkin-waka,Nazir Sarkin Waka,N,North,Kano,,abe6fd02-b05e-4444-ac5a-40760bc13fb4,Nazir M Ahmad Sarkin Waka,ng_only,N
naziru-m-ahmad,Naziru M Ahmad,N,North,Kano,,,,unmatched,N
naziru-sarkin-waka,Naziru Sarkin Waka,N,North,Kano,,d306ee3e-1787-4e49-9091-e1aaa2d9cfb0,Naziru Sarkin Waka,exact_no_country,N
ndotz,Ndotz,N,,,,e790d3de-6e53-11e9-ac0d-801844edfa71,Ndotz,exact_foreign,N
neeja,Neeja,N,North,,,dc1ffae4-4fc7-453d-80d2-f491d9f1af1b,Neeja,exact_ng,N
neeta,Neeta,N,,,,2ca48b4a-e678-11e9-974d-801844ee83a6,Neeta,exact_foreign,N
nelly-uchendu,Nelly Uchendu,N,,,,11e81bcc-e3cb-d44a-91d9-a0369fe50396,Nelly Uchendu,exact_ng,N
neon-adejo,Neon Adejo,N,,,,d752cf08-11a2-11e9-acf2-00163ec5a2fb,Neon Adejo,exact_foreign,N
nezaboy,NezaBoy,N,South,,,7b020c5b-6d81-4b91-a330-5827536a9311,Nezaboy,exact_ng,N
nicole-moudaber,Nicole Moudaber,N,,,,11e81bc3-99da-6ed6-8184-a0369fe50396,Nicole Moudaber,exact_foreign,N
nikki-laoye,Nikki Laoye,N,,,,11e83fe8-b454-c114-ae2e-a0369fe50396,Nikki Laoye,exact_ng,N
nimix,Nimix,N,,,,11e83fef-1115-56d8-b3b5-a0369fe50396,Nimix,exact_foreign,N
ninety,Ninety,N,,,,1c8d4cec-c644-11e8-9d54-549f35141000,Ninety,exact_ng,N
niniola,Niniola,Y,South,Lagos,409530,11e83fe2-d671-ff6a-aea5-aa1c026db3d8,Niniola,exact_ng,Y
niphkeys,Niphkeys,N,,,,f61ac352-9f0d-4f2f-b712-3e2092899984,Niphkeys,exact_ng,N
nissi,Nissi,N,,,,11e83fe7-c9cd-ec6a-b4c3-aa1c026db3d8,Nissi,exact_foreign,N
niyola,Niyola,N,,,,11e83fe0-5af9-066e-bb02-a0369fe50396,Niyola,exact_ng,N
nneka,Nneka,N,,,,11e81bd0-c216-ed86-83cd-a0369fe50396,Nneka,exact_foreign,N
nonso-amadi,Nonso Amadi,Y,,,485812,11e83fe5-f9e3-6198-b06b-aa1c026db3d8,Nonso Amadi,exact_foreign,Y
nonso-bassey,Nonso Bassey,N,,,,11e83fee-4233-99ba-84a5-aa1c026db3d8,Nonso Bassey,exact_ng,N
nosa,Nosa,N,,,,11e81bbf-ed6e-4a62-8bec-a0369fe50396,Nosa,exact_ng,N
nura-m-inuwa,Nura M Inuwa,N,North,Kano,,11e83fe2-f4ff-0fe0-b501-a0369fe50396,Nura M. Inuwa,exact_ng,N
nura-suleja,Nura Suleja,N,North,,,,,unmatched,N
odumodublvck,ODUMODUBLVCK,Y,South,,3606151,87c9bd86-7bdb-11e9-b465-549f35161576,Odumodublvck,exact_ng,Y
og-abbah,OG Abbah,N,North,,,bfa58f24-859f-4045-b121-e203a560e900,OG Abbah,exact_ng,N
ojb-jezreel,OJB Jezreel,N,,,,11e83fe7-0d78-4588-a42d-a0369fe50396,Ojb Jezreel,exact_no_country,N
oberz,Oberz,N,,,,d5830324-b346-11e8-afb4-525400009efb,Oberz,exact_ng,N
obesere,Obesere,N,,,,11e83fe6-622e-10e0-8124-a0369fe50396,Obesere,exact_ng,N
obiwon,Obiwon,N,,,,11e83fee-f230-7ef0-9fff-aa1c026db3d8,Obiwon,exact_no_country,N
obongjayar,Obongjayar,N,,,,11e81bc6-db77-2fca-b20a-a0369fe50396,Obongjayar,exact_foreign,N
odeal,Odeal,N,,,,11e83feb-9e4b-c75c-b01f-a0369fe50396,Odeal,exact_foreign,N
odunsi,Odunsi,Y,,,1439568,640cdc3e-ef4a-11e8-9bac-00163ec5a2fb,Odunsi,exact_no_country,Y
odunsi-the-engine,Odunsi (The Engine),Y,South,,11587,11e83fe6-831b-0934-b352-a0369fe50396,Odunsi (The Engine),exact_ng,Y
oga-abdul,Oga Abdul,N,North,Niger,,a26d2ef0-7fe7-4e33-b5b7-43d7a204944d,Oga Abdul,exact_ng,N
okechukwu-oku,Okechukwu Oku,N,,,,,,unmatched,N
okiemute,Okiemute,N,,,,11e83fee-d196-0c50-bf54-a0369fe50396,Okiemute,exact_ng,N
ola-dips,Ola Dips,N,South,,,11e83fe6-af50-f798-9176-aa1c026db3d8,Ola Dips,exact_no_country,N
oladapo,Oladapo,N,South,,,ae1f63a6-3b34-11e9-8d85-549f35141000,Oladapo,exact_ng,N
olakira,Olakira,Y,,,1103816,11e8aa02-78e4-3c8e-b8d9-525400009efb,Olakira,exact_ng,Y
olamide,Olamide,Y,South,Ogun,5061,11e81bbc-22c1-79ea-a928-a0369fe50396,Olamide,exact_ng,Y
oliver-de-coque,Oliver De Coque,N,,,,11e83fe0-e3c1-d340-9c7f-aa1c026db3d8,Oliver De Coque,exact_ng,N
olly-sholotan,Olly Sholotan,N,,,,dae08120-31ea-11e9-9809-549f35161576,Olly Sholotan,exact_foreign,N
olu-maintain,Olu Maintain,Y,,,29054,11e81bca-b94a-fe82-9f52-a0369fe50396,Olu Maintain,exact_ng,Y
olugbenga-adelekan,Olugbenga Adelekan,N,,,,49f8197a-c65b-11e8-88a3-549f35161576,Olugbenga Adelekan,exact_foreign,N
oluwa-toyo,Oluwa Toyo,N,,,,2597b1b5-ad53-4908-827c-5e9e8996108d,Oluwa Toyo,exact_foreign,N
oluwatobi-oyero,Oluwatobi Oyero,N,,,,fe1cec06-5611-46ea-b726-b54f0a6459ff,Oluwatobi Oyero,exact_no_country,N
omah-lay,Omah Lay,Y,South,Rivers,3578130,28810016-6284-11e9-bd7c-549f35141000,Omah lay,exact_ng,Y
omawumi,Omawumi,N,,,,11e83fe0-64e2-17e2-a092-a0369fe50396,Omawumi,exact_ng,N
onos-ariyo,Onos Ariyo,N,,,,479e924c-c612-11e8-861c-549f35161576,Onos Ariyo,exact_no_country,N
onyeka-onwenu,Onyeka Onwenu,N,,,,11e83fe1-68af-7238-9f20-aa1c026db3d8,Onyeka Onwenu,exact_ng,N
orezi,Orezi,N,,,,11e83fe0-4e89-5dde-b83b-aa1c026db3d8,Orezi,exact_ng,N
oriental-brothers,Oriental Brothers,N,,,,3c58f3db-70b4-4e5e-8cf6-ac4445c73d1e,Oriental Brothers,exact_no_country,N
orits-wiliki,Orits Wiliki,N,,,,b55e5639-5abe-404f-8d74-6abc9dd26a8a,Orits Wiliki,exact_ng,N
orits-williki,Orits Williki,N,,,,11e83fe4-71ab-517e-9867-aa1c026db3d8,Orits Williki,exact_no_country,N
oritsefemi,Oritsefemi,Y,,,3803802,11e83fe0-0d23-3428-8a15-aa1c026db3d8,Oritsefemi,exact_ng,Y
orlando-julius,Orlando Julius,N,,,,11e81bca-a464-4d48-9a09-a0369fe50396,Orlando Julius,exact_ng,N
orlando-owoh,Orlando Owoh,N,,,,a22ef1a6-3dd6-11ea-bddb-549f35141000,Orlando Owoh,exact_ng,N
oshara,Oshara,N,,,,33aafa50-5943-45d8-9478-54012ca84737,Oshara,exact_no_country,N
osinachi-nwachukwu,Osinachi Nwachukwu,N,,,,75874326-4ba9-11e9-9e7a-549f35141000,Osinachi Nwachukwu,exact_ng,N
osita-osadebe,Osita Osadebe,N,,,,11e81bc9-3074-d96c-a66b-a0369fe50396,Chief Stephen Osita Osadebe,ambiguous,N
ossy-brown,Ossy Brown,N,,,,bc0b8bf6-f34f-11e9-aecc-801844ee83a6,Ossy Brown,exact_foreign,N
oxlade,Oxlade,Y,South,Lagos,1373421,11e83fe8-3ab6-b934-a324-a0369fe50396,Oxlade,exact_ng,Y
p-square,P-Square,Y,South,,3740,11e81bcd-4ae0-f2a0-8ba7-a0369fe50396,P-Square,exact_ng,Y
p-priime,P.Priime,N,,,,9cd89370-7ebd-4035-b4ee-9ad0e778ab4d,P.Priime,exact_ng,N
p2j,P2J,N,,,,e370e07a-87f8-4b6f-91db-054b0c95972a,P2J,exact_foreign,N
pos,POS,N,,,,,,unmatched,N
pasuma,Pasuma,N,South,Ogun,,11e83fe6-f10d-56ae-af16-a0369fe50396,Pasuma,exact_ng,N
patoranking,Patoranking,Y,South,Lagos,5321,11e81bca-1407-d954-8977-a0369fe50396,Patoranking,exact_ng,Y
patrice-wilson,Patrice Wilson,N,,,,5e9d64a0-c649-11e8-b87c-549f35141000,Patrice Wilson,exact_foreign,N
patty-obasi,Patty Obasi,N,,,,e499c3e4-4fda-4b6c-b0cd-74af7ca6f118,Patty Obasi,exact_no_country,N
paul-play-dairo,Paul Play Dairo,N,,,,11e83fe1-bc6a-09ec-8f11-aa1c026db3d8,Paul Play Dairo,exact_no_country,N
pawzz,Pawzz,N,,,,380f100b-8f2f-4a5d-bf89-7bc2378fbdab,Pawzz,exact_ng,N
paybac-iboro,Paybac Iboro,N,,,,abaf759c-d5e5-11e9-9903-549f35161576,Paybac Iboro,exact_ng,N
payper-corleone,Payper Corleone,N,,,,11e83fec-2416-436c-a2e1-aa1c026db3d8,Payper Corleone,exact_ng,N
peacocks-guitar-band-international,Peacocks Guitar Band International,N,,,,11e83fe6-371c-d99a-b2f9-a0369fe50396,Peacocks Guitar Band International,exact_no_country,N
pepenazi,Pepenazi,N,,,,11e83fe3-b5b3-ceba-b7e4-aa1c026db3d8,Pepenazi,exact_ng,N
pericoma-okoye,Pericoma Okoye,N,,,,,,unmatched,N
peruzzi,Peruzzi,Y,,,745195,11e83fec-c2fa-43d4-9a80-aa1c026db3d8,Peruzzi,exact_ng,Y
peter-king,Peter King,N,,,,11e81bbc-2721-c6b6-9573-a0369fe50396,Peter King,exact_foreign,N
peterson-okopi,Peterson Okopi,N,,,,579fbd62-522b-458b-984b-8adc9cf3c63f,Peterson Okopi,exact_ng,N
phantom,Phantom,N,,,,11e81bbe-a4db-f52a-8e52-a0369fe50396,Phantom,exact_foreign,N
pheelz,Pheelz,Y,,,406946,11e81bc8-7e8b-eccc-ac06-a0369fe50396,Pheelz,exact_ng,Y
phyno,Phyno,Y,South,Anambra,5012,11e81bc9-122a-1df0-971e-a0369fe50396,Phyno,exact_ng,Y
plantashun-boiz,Plantashun Boiz,N,,,,11e83fe3-e42d-b030-83dd-a0369fe50396,Plantashun Boiz,exact_ng,N
plutomania,Plutomania,N,,,,ed14e4b8-b4f6-4591-951b-c3b9e2281d6d,plutomania,exact_ng,N
poco-lee,Poco Lee,N,South,,,1f0291ea-e41a-11e9-93c3-549f35141000,Poco Lee,exact_ng,N
portable,Portable,Y,South,Ogun,8230229,dd38b978-78e2-410c-a4eb-09ab5c78bbb6,Portable,exact_ng,Y
praiz,Praiz,Y,,,310091,11e83fe1-242a-2ab8-8591-aa1c026db3d8,Praiz,exact_ng,Y
prettyboy-d-o,Prettyboy D-O,Y,,,918914,11e83fee-c29b-6c9a-88c9-aa1c026db3d8,Prettyboy D-O,exact_ng,Y
preye-odede,Preye Odede,N,,,,11e83fe7-6894-11ae-b6bc-aa1c026db3d8,Preye Odede,exact_ng,N
prince-adekunle,Prince Adekunle,N,,,,7c3ef6d4-b8f4-11e8-bffc-525400009efb,General Prince Adekunle,ng_only,N
prince-mk-baagi,Prince Mk Baagi,N,North,Niger,,07955234-04c3-4a23-9da0-d2f66611cbe2,Prince Mk Baagi,exact_ng,N
prince-nico-mbarga,Prince Nico Mbarga,N,,,,11e81bc8-0973-bc6c-97b4-a0369fe50396,Prince Nico Mbarga,exact_ng,N
princess-peters,Princess Peters,N,,,,baad5e0c-d222-4671-adae-e55c931a26be,Princess Peters,exact_ng,N
projexx,Projexx,N,,,,11e88a9b-0e04-a25e-80b0-c81f66c9b203,Projexx,exact_foreign,N
prospa-ochimana,Prospa Ochimana,N,,,,11e83fec-de7c-3ea0-b540-aa1c026db3d8,Prospa Ochimana,exact_ng,N
psychoyp,PsychoYp,N,,,,d2f9af22-0639-11e9-a62e-00163ec5a2fb,Psychoyp,exact_ng,N
qdot,Qdot,N,,,,8a7b3ade-b8cf-11e8-bd66-525400009efb,Qdot,exact_ng,N
qing-madi,Qing Madi,Y,South,,9785228,05192496-df0f-479c-b2cf-b8d9cde3b1a4,Qing Madi,exact_ng,Y
rabi-u-rikadawa,Rabi’u Rikadawa,N,North,Katsina,,,,unmatched,N
rahama-sadau,Rahama Sadau,N,,,,b54262d2-a7ab-491f-8d0a-ecc3bb9bd9cb,Rahama Sadau,exact_no_country,N
rarara,Rarara,N,North,Kano,,6dd400ba-027c-4bf9-b07c-7d293aa6d7bb,Rarara,exact_no_country,N
ras-kimono,Ras Kimono,N,,,,11e81bca-5cc1-a8e6-bc8b-a0369fe50396,Ras Kimono,exact_ng,N
reekado-banks,Reekado Banks,Y,South,Lagos,237551,11e81bd2-b452-2f60-976a-a0369fe50396,Reekado Banks,exact_ng,Y
rema,Rema,Y,South,Edo,1426518,83f78e52-2a25-11e9-9063-00163ec5a2fb,Rema,exact_ng,Y
remi-aluko,Remi Aluko,N,,,,11e83fe3-2853-1472-971a-aa1c026db3d8,Remi Aluko,exact_no_country,N
reminisce,Reminisce,Y,,,317357,11e83fe0-a072-2798-bce7-aa1c026db3d8,Reminisce,exact_ng,Y
rex-lawson,Rex Lawson,N,,,,11e81bd3-36be-8e08-8adf-a0369fe50396,Rex Lawson,exact_foreign,N
ric-hassani,Ric Hassani,Y,,,638877,11e83fe8-f69b-3896-9a79-a0369fe50396,Ric Hassani,exact_ng,Y
ruby-gyang,Ruby Gyang,N,,,,25bf8ab1-c71b-4fa8-8448-8e75fd38f307,Ruby Gyang,exact_ng,N
rude-boy,Rude Boy,Y,South,,1630426,ae344c3a-95a2-4f06-99c6-574753ea9247,Rude Boy,exact_foreign,Y
ruger,Ruger,Y,South,Lagos,4198930,69a954da-0785-11e9-9ea6-00163ec5a2fb,ruger,exact_ng,Y
ruggedman,Ruggedman,N,,,,11e81bbc-a2cc-b276-af29-a0369fe50396,Ruggedman,exact_ng,N
rumerh,Rumerh,N,North,,,95152925-89c2-4ef5-a2f9-bb88ffcf55c5,Rumerh,exact_ng,N
runtown,Runtown,N,South,,,11e81bd1-0d74-7884-9827-a0369fe50396,Runtown,exact_ng,N
rybeena,Rybeena,N,,,,37ef9719-a949-48fe-ade8-0437e83f1e88,Rybeena,exact_ng,N
rymzo,Rymzo,N,,,,11e83fea-18d6-c8c0-aa64-aa1c026db3d8,Rymzo,exact_no_country,N
s-n-e,S.N.E,N,,,,fdeebb06-7d0d-470f-9834-eb0b15295c84,S.N.E,exact_foreign,N
s1ordie,S1ordie,N,,,,bc76f323-7669-4835-ba09-6659e1e3acfa,S1orDie,exact_foreign,N
samad,SAMAD,N,,,,cd3745e0-847f-40e0-8db5-c111de8a5702,SAMAD,exact_ng,N
sssoundgawd,SSSoundGawd,N,,,,9ca898ee-a35b-4d5d-9067-b75c2cf57d4b,SSSoundGawd,exact_ng,N
sade-adu,Sade Adu,N,,,,11e83fe4-be00-f254-a77f-aa1c026db3d8,Sade Adu,exact_foreign,N
sadi-sidi-sharifai,Sadi Sidi Sharifai,N,,,,bf50000a-3911-11ea-8120-e4434b2a4898,Sadi Sidi Sharifai,exact_ng,N
sadiq-saleh,Sadiq Saleh,N,North,,,cd647c83-80cd-43c0-bc26-6a359a5844ea,Sadiq Saleh,exact_ng,N
sadiq-zazzabi,Sadiq Zazzabi,N,North,Kano,,8e40738d-b8f5-4239-9b2c-4067e4f53a06,Sadiq Zazzabi,exact_ng,N
saeon,Saeon,N,,,,11e83fe6-6b2d-c898-b105-a0369fe50396,Saeon,exact_no_country,N
saffron,Saffron,N,,,,bcf17232-507d-4133-87f5-c0ebb55410c6,Saffron,exact_no_country,N
safin-de-coque,Safin De Coque,N,,,,78eff354-89ba-4126-b717-c080f755f572,Safin De Coque,exact_ng,N
saheed-osupa,Saheed Osupa,N,South,Ogun,,c8175a62-2f85-49a8-9e82-44c260483ffc,Saheed Osupa,exact_no_country,N
salawa-abeni,Salawa Abeni,N,,,,a6da7dac-b512-48f4-82b3-240855f69efb,Salawa Abeni,exact_no_country,N
salim-smart,Salim Smart,N,North,Katsina,,ef44278f-58f8-4afd-8c3f-e628af375931,Salim Smart,exact_ng,N
sammie-okposo,Sammie Okposo,N,,,,11e83fe1-fa5b-e8ba-b3ab-aa1c026db3d8,Sammie Okposo,exact_ng,N
samsong,Samsong,N,,,,11e83fe2-dba2-a426-b8ba-aa1c026db3d8,Samsong,exact_ng,N
sani-ahmad,Sani Ahmad,N,North,Kaduna,,8df173d0-83c3-4974-8b2f-4a9f9bfa0844,SANI AHMAD,exact_ng,N
sani-danja,Sani Danja,N,North,,,11e81bbe-592d-12a8-af00-a0369fe50396,Sani Danja,exact_ng,N
saoty-arewa,Saoty Arewa,N,North,Kano,,4b23b97e-cb39-481f-8d04-580463dc3cdc,Saoty Arewa,exact_ng,N
sarz,Sarz,Y,,,308113,11e83fe3-41a0-29c4-a682-aa1c026db3d8,Sarz,exact_ng,Y
sasha-p,Sasha P,N,,,,11e83fea-f4ff-41f6-84a8-aa1c026db3d8,Sasha P,exact_ng,N
sauce-kid,Sauce Kid,Y,,,321148,11e81bc9-81de-0ddc-ac7d-a0369fe50396,Sauce Kid,exact_foreign,Y
sa-ad-chika,Sa’ad Chika,N,North,Kebbi,,,,unmatched,N
sa-adou-bori,Sa’adou Bori,N,North,Niger Republic/Northern scene,,,,unmatched,N
sa-idu-goma,Sa’idu Goma,N,North,Kano,,,,unmatched,N
sean-dampte,Sean Dampte,N,,,,11e83feb-e25e-6b3e-a86f-aa1c026db3d8,Sean Dampte,exact_foreign,N
sean-tizzle,Sean Tizzle,Y,,,203976,11e83fe0-f3cf-b8ce-8676-a0369fe50396,Sean Tizzle,exact_ng,Y
sefiu-alao-adekunle,Sefiu Alao Adekunle,N,,,,6f4b923b-1cb1-47cd-a290-0f18f022ad57,Sefiu Alao Adekunle,exact_no_country,N
segun-adewale,Segun Adewale,N,,,,11e81bd1-5a72-bf9c-958a-a0369fe50396,Segun Adewale,exact_ng,N
segun-bucknor,Segun Bucknor,N,,,,11e81bd2-c773-7fa4-b454-a0369fe50396,Segun Bucknor,exact_ng,N
serifatu-oladunni-oduguwa,Serifatu Oladunni Oduguwa,N,,,,,,unmatched,N
sess-the-prblm-kid,Sess the Prblm Kid,N,,,,,,unmatched,N
seun-kuti,Seun Kuti,N,,,,11e81bcd-6c78-56e2-beb7-a0369fe50396,Seun Kuti,exact_ng,N
seun-omojola,Seun Omojola,N,,,,,,unmatched,N
sexy-steel,Sexy Steel,N,,,,11e83fe9-fd1f-5fc0-843c-aa1c026db3d8,Sexy Steel,exact_no_country,N
seyi-shay,Seyi Shay,Y,,,39092,11e81bbf-6a12-ce54-a84f-a0369fe50396,Seyi Shay,exact_ng,Y
seyi-sodimu,Seyi Sodimu,N,,,,11e83fe7-8a66-4266-852d-a0369fe50396,Seyi Sodimu,exact_ng,N
seyi-vibez,Seyi Vibez,Y,South,Lagos,1637455,ec4d0e38-9a63-11e9-a0dd-801844edfa71,Seyi Vibez,exact_ng,Y
shaffy-bello,Shaffy Bello,N,,,,6a781f79-3592-4198-93f5-5d30827e1aba,Shaffy Bello,exact_no_country,N
shaiboy,Shaiboy,N,,,,0c3df5ce-bafd-4cb1-980b-fd40f28e47d9,Shaiboy,exact_ng,N
shallipopi,Shallipopi,Y,South,,6487237,87954391-78cf-4f78-ab80-a4a988c2ff44,Shallipopi,exact_ng,Y
shanga,Shanga,N,,,,c062551c-c1b5-11e8-b923-525400009efb,Shanga,exact_foreign,N
shank,Shank,N,,,,11e81bbe-0de7-0ac4-9e54-a0369fe50396,Shank,exact_foreign,N
shaybo,Shaybo,N,,,,8d32f11c-cb17-11e9-96df-549f35161576,Shaybo,exact_foreign,N
shaydee,Shaydee,N,,,,11e81bce-5ef8-a3f4-9788-a0369fe50396,Shaydee,exact_ng,N
shehu-ahmad-tajal-izzy,Shehu Ahmad Tajal Izzy,N,,,,,,unmatched,N
shehu-bello,Shehu Bello,N,North,Kano,,,,unmatched,N
shekx,Shekx,N,,,,1d830a50-9975-4f9e-9e6d-61db39908261,Shekx,exact_ng,N
shina-peters,Shina Peters,N,,,,ee978719-a053-433e-b859-b6ea05210146,Shina Peters,exact_ng,N
shoday,Shoday,N,South,,,a62598bc-a7f7-4f60-91c9-40492c99d02d,Shoday,exact_ng,N
shola-allynson,Shola Allynson,N,,,,,,unmatched,N
shola-allyson,Shola Allyson,N,,,,,,unmatched,N
show-dem-camp,Show Dem Camp,Y,,,655429,11e83fec-0262-8fc8-9c49-a0369fe50396,Show Dem Camp,exact_ng,Y
shugavybz,Shugavybz,N,,,,07b763f6-6081-11ea-acc8-e4434b2a4898,Shugavybz,exact_ng,N
sikiru-ayinde-barrister,Sikiru Ayinde Barrister,N,,,,4615e8b1-4be7-4c98-b298-b2f5f2a14029,Sikiru Ayinde Barrister,exact_no_country,N
simi,Simi,Y,South,Lagos,374667,11e81bc0-9207-36ce-8a33-a0369fe50396,Simi,exact_ng,Y
sinach,Sinach,N,South,,,11e81bbe-5beb-a216-bce0-a0369fe50396,Sinach,exact_ng,N
sir-shina-peters,Sir Shina Peters,N,,,,11e81bc8-b622-4a3c-8f27-a0369fe50396,Sir Shina Peters,exact_ng,N
sirajo-jibo,Sirajo Jibo,N,North,Kaduna,,,,unmatched,N
skales,Skales,N,South,Edo,,11e81bcb-2f06-0a36-90c6-a0369fe50396,Skales,exact_ng,N
skepta,Skepta,N,South,Lagos,,11e81bcc-ede6-804c-bd69-a0369fe50396,Skepta,exact_foreign,N
skiibii,Skiibii,Y,South,,680380,11e83fe2-1ca0-e448-be29-a0369fe50396,Skiibii,exact_ng,Y
slimcase,Slimcase,N,,,,11e83fed-dd55-60d2-bf31-aa1c026db3d8,Slimcase,exact_ng,N
