period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source
Q1_2023,Eldee,12320,290,1638,"observed channel views, quarter net change",4197,129360,517.44,6.55,100.73,155.23,779.95,1169925.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2023,Dammy Krane,9134,5250,9668,"observed channel views, quarter net change",538,95907,383.63,38.67,12.91,115.09,550.3,825450.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2023,Lagbaja,0,4980,41479,"observed channel views, quarter net change",2778,0,0.0,165.92,66.67,0.0,232.59,348885.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2023,Sauce Kid,3390,0,0,no YouTube presence observed,110,35595,142.38,0.0,2.64,42.71,187.73,281595.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2023,Ebenezer Obey,0,0,0,no YouTube presence observed,4857,0,0.0,0.0,116.57,0.0,116.57,174855.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2023,Oritsefemi,168,0,0,no YouTube presence observed,1083,1764,7.06,0.0,25.99,2.12,35.17,52755.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2023,Tempoe,0,0,0,no YouTube presence observed,344,0,0.0,0.0,8.26,0.0,8.26,12390.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2023,DJ Spinall,16,0,0,no YouTube presence observed,0,168,0.67,0.0,0.0,0.2,0.87,1305.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q1_2023,=== PERIOD TOTAL ===,,,,,,,10144970.68,6267853.7,203884.69,3043491.2,19660200.27,29490300405.0,Aggregated,
Q2_2023,Rema,37858734,3460000,176371417,"observed channel views, quarter net change",354474,397516707,1590066.83,705485.67,8507.38,477020.05,2781079.93,4171619895.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Burna Boy,19609336,4000000,158801123,"observed channel views, quarter net change",802380,205898028,823592.11,635204.49,19257.12,247077.63,1725131.35,2587697025.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Libianca,21800126,680000,126896379,"observed channel views, quarter net change",6676,228901323,915605.29,507585.52,160.22,274681.59,1698032.62,2547048930.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,CKay,15504745,3800000,73435977,"observed channel views, quarter net change",173701,162799822,651199.29,293743.91,4168.82,195359.79,1144471.81,1716707715.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Wizkid,13697938,2820000,84409055,"observed channel views, quarter net change",849571,143828349,575313.4,337636.22,20389.7,172594.02,1105933.34,1658900010.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Ayra Starr,12474262,1240000,95215107,"observed channel views, quarter net change",85297,130979751,523919.0,380860.43,2047.13,157175.7,1064002.26,1596003390.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Davido,8217316,3490000,108754223,"observed channel views, quarter net change",757497,86281818,345127.27,435016.89,18179.93,103538.18,901862.27,1352793405.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Tems,14012434,628000,26430837,"observed channel views, quarter net change",144761,147130557,588522.23,105723.35,3474.26,176556.67,874276.51,1311414765.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Omah Lay,9030357,1540000,78758762,"observed channel views, quarter net change",216072,94818748,379274.99,315035.05,5185.73,113782.5,813278.27,1219917405.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Fireboy DML,8936257,1480000,72793235,"observed channel views, quarter net change",270448,93830698,375322.79,291172.94,6490.75,112596.84,785583.32,1178374980.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Kizz Daniel,4408832,2450000,92128136,"observed channel views, quarter net change",192320,46292736,185170.94,368512.54,4615.68,55551.28,613850.44,920775660.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Victony,6214858,329000,56214094,"observed channel views, quarter net change",22680,65256009,261024.04,224856.38,544.32,78307.21,564731.95,847097925.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Asake,5705919,643000,56153687,"observed channel views, quarter net change",30616,59912150,239648.6,224614.75,734.78,71894.58,536892.71,805339065.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Oxlade,5877578,469000,31555446,"observed channel views, quarter net change",62994,61714569,246858.28,126221.78,1511.86,74057.48,448649.4,672974100.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Amaarae,6760660,218000,17873169,"observed channel views, quarter net change",17560,70986930,283947.72,71492.68,421.44,85184.32,441046.16,661569240.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Ruger,2916091,1160000,62679521,"observed channel views, quarter net change",70753,30618956,122475.82,250718.08,1698.07,36742.75,411634.72,617452080.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,BNXN,4795387,180000,20936737,"observed channel views, quarter net change",0,50351564,201406.25,83746.95,0.0,60421.88,345575.08,518362620.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Spyro,1028154,232000,69970610,"observed channel views, quarter net change",0,10795617,43182.47,279882.44,0.0,12954.74,336019.65,504029475.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Olamide,4301258,1080000,20771642,"observed channel views, quarter net change",305361,45163209,180652.84,83086.57,7328.66,54195.85,325263.92,487895880.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Mr Eazi,4850978,1160000,11757876,"observed channel views, quarter net change",315822,50935269,203741.08,47031.5,7579.73,61122.32,319474.63,479211945.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Joeboy,3363898,1150000,30474122,"observed channel views, quarter net change",273243,35320929,141283.72,121896.49,6557.83,42385.11,312123.15,468184725.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Tiwa Savage,3100934,1310000,29467140,"observed channel views, quarter net change",263147,32559807,130239.23,117868.56,6315.53,39071.77,293495.09,440242635.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Lojay,3967978,240000,18568511,"observed channel views, quarter net change",26966,41663769,166655.08,74274.04,647.18,49996.52,291572.82,437359230.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Pheelz,3204668,295000,20095352,"observed channel views, quarter net change",14459,33649014,134596.06,80381.41,347.02,40378.82,255703.31,383554965.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Tekno,2341069,2270000,24284145,"observed channel views, quarter net change",28493,24581224,98324.9,97136.58,683.83,29497.47,225642.78,338464170.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Flavour,849929,2990000,39827571,"observed channel views, quarter net change",81490,8924254,35697.02,159310.28,1955.76,10709.11,207672.17,311508255.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Sarz,3395711,0,0,no YouTube presence observed,48440,35654966,142619.86,0.0,1162.56,42785.96,186568.38,279852570.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Darkoo,3025786,191000,3903129,"observed channel views, quarter net change",14474,31770753,127083.01,15612.52,347.38,38124.9,181167.81,271751715.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Adekunle Gold,3174635,0,0,no YouTube presence observed,169365,33333668,133334.67,0.0,4064.76,40000.4,177399.83,266099745.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Yemi Alade,1601872,2220000,15644542,"observed channel views, quarter net change",375292,16819656,67278.62,62578.17,9007.01,20183.59,159047.39,238571085.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Wande Coal,2387530,230000,6283559,"observed channel views, quarter net change",67601,25069065,100276.26,25134.24,1622.42,30082.88,157115.8,235673700.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Iyanya,1089628,484000,19286099,"observed channel views, quarter net change",22017,11441094,45764.38,77144.4,528.41,13729.31,137166.5,205749750.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Timaya,1438666,815000,14341620,"observed channel views, quarter net change",41646,15105993,60423.97,57366.48,999.5,18127.19,136917.14,205375710.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Patoranking,1007365,1440000,17887676,"observed channel views, quarter net change",175235,10577332,42309.33,71550.7,4205.64,12692.8,130758.47,196137705.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Bayanni,2110211,0,0,no YouTube presence observed,1292,22157216,88628.86,0.0,31.01,26588.66,115248.53,172872795.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Zinoleesky,1930395,0,0,no YouTube presence observed,51024,20269148,81076.59,0.0,1224.58,24322.98,106624.15,159936225.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Young Jonn,1930704,0,0,no YouTube presence observed,12760,20272392,81089.57,0.0,306.24,24326.87,105722.68,158584020.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Ric Hassani,1148855,600000,10420350,"observed channel views, quarter net change",7385,12062978,48251.91,41681.4,177.24,14475.57,104586.12,156879180.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Naira Marley,1344007,993000,6722152,"observed channel views, quarter net change",146982,14112074,56448.29,26888.61,3527.57,16934.49,103798.96,155698440.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,P-Square,914026,0,10787999,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",200565,9597273,38389.09,43152.0,4813.56,11516.73,97871.38,146807070.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Maleek Berry,1206465,579000,6802188,"observed channel views, quarter net change",61965,12667882,50671.53,27208.75,1487.16,15201.46,94568.9,141853350.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Skiibii,1313478,294000,5493150,"observed channel views, quarter net change",15442,13791519,55166.08,21972.6,370.61,16549.82,94059.11,141088665.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Mayorkun,1394298,232000,3543137,"observed channel views, quarter net change",133268,14640129,58560.52,14172.55,3198.43,17568.15,93499.65,140249475.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Bella Shmurda,905923,364000,9938715,"observed channel views, quarter net change",70690,9512192,38048.77,39754.86,1696.56,11414.63,90914.82,136372230.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Korede Bello,1385711,0,1962156,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",22199,14549966,58199.86,7848.62,532.78,17459.96,84041.22,126061830.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Blaqbonez,1262916,178000,3459513,"observed channel views, quarter net change",27312,13260618,53042.47,13838.05,655.49,15912.74,83448.75,125173125.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Crayon,1470742,0,0,no YouTube presence observed,6550,15442791,61771.16,0.0,157.2,18531.35,80459.71,120689565.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,ODUMODUBLVCK,1227873,32500,3219502,"observed channel views, quarter net change",1120,12892666,51570.67,12878.01,26.88,15471.2,79946.76,119920140.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Boj,1398726,16700,490325,"observed channel views, quarter net change",8230,14686623,58746.49,1961.3,197.52,17623.95,78529.26,117793890.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Simi,800493,939000,7055707,"observed channel views, quarter net change",155255,8405176,33620.71,28222.83,3726.12,10086.21,75655.87,113483805.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Olakira,443840,588000,12434040,"observed channel views, quarter net change",24075,4660320,18641.28,49736.16,577.8,5592.38,74547.62,111821430.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Magixx,1312572,0,0,no YouTube presence observed,2342,13782006,55128.02,0.0,56.21,16538.41,71722.64,107583960.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Seyi Vibez,1303818,15000,81777,"observed channel views, quarter net change",6509,13690089,54760.36,327.11,156.22,16428.11,71671.8,107507700.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Chike,544471,608000,10154318,"observed channel views, quarter net change",46323,5716946,22867.78,40617.27,1111.75,6860.33,71457.13,107185695.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Ice Prince,927038,128000,3815462,"observed channel views, quarter net change",46318,9733899,38935.6,15261.85,1111.63,11680.68,66989.76,100484640.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Reekado Banks,811069,438000,5086893,"observed channel views, quarter net change",74007,8516224,34064.9,20347.57,1776.17,10219.47,66408.11,99612165.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Nonso Amadi,923242,121000,3924969,"observed channel views, quarter net change",10439,9694041,38776.16,15699.88,250.54,11632.85,66359.43,99539145.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Tay Iwar,1152439,7220,160711,"observed channel views, quarter net change",0,12100610,48402.44,642.84,0.0,14520.73,63566.01,95349015.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Teni,911259,638000,2127503,"observed channel views, quarter net change (1 provider restatement repriced at the artist's median daily rate)",153101,9568220,38272.88,8510.01,3674.42,11481.86,61939.17,92908755.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,DJ Neptune,656570,193000,3401095,"observed channel views, quarter net change",72225,6893985,27575.94,13604.38,1733.4,8272.78,51186.5,76779750.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Cruel Santino,867533,5610,6781,"observed channel views, quarter net change",6704,9109096,36436.39,27.12,160.9,10930.92,47555.33,71332995.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Mohbad,584138,47700,3615482,"observed channel views, quarter net change",40350,6133449,24533.8,14461.93,968.4,7360.14,47324.27,70986405.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Boy Spyce,833861,0,0,no YouTube presence observed,1700,8755540,35022.16,0.0,40.8,10506.65,45569.61,68354415.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Ycee,558307,205000,3487679,"observed channel views, quarter net change",13050,5862224,23448.89,13950.72,313.2,7034.67,44747.48,67121220.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,LADIPOE,738822,0,0,no YouTube presence observed,69594,7757631,31030.52,0.0,1670.26,9309.16,42009.94,63014910.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Fela Kuti,557163,0,686125,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",185835,5850212,23400.85,2744.5,4460.04,7020.25,37625.64,56438460.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Lil Kesh,319776,204000,4884337,"observed channel views, quarter net change",18283,3357648,13430.59,19537.35,438.79,4029.18,37435.91,56153865.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Zlatan,627472,0,0,no YouTube presence observed,112945,6588456,26353.82,0.0,2710.68,7906.15,36970.65,55455975.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Praiz,655166,0,0,no YouTube presence observed,1503,6879243,27516.97,0.0,36.07,8255.09,35808.13,53712195.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,2Baba,322870,387000,4246388,"observed channel views, quarter net change (1 provider restatement repriced at the artist's median daily rate)",10087,3390135,13560.54,16985.55,242.09,4068.16,34856.34,52284510.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Khaid,637263,0,0,no YouTube presence observed,1393,6691262,26765.05,0.0,33.43,8029.51,34827.99,52241985.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Falz,503045,371000,738820,"observed channel views, quarter net change",81268,5281972,21127.89,2955.28,1950.43,6338.37,32371.97,48557955.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Niniola,411145,102000,2321770,"observed channel views, quarter net change",8283,4317022,17268.09,9287.08,198.79,5180.43,31934.39,47901585.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Bad Boy Timz,567389,14200,27583,"observed channel views, quarter net change",18280,5957584,23830.34,110.33,438.72,7149.1,31528.49,47292735.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Johnny Drille,569431,0,0,no YouTube presence observed,8041,5979026,23916.1,0.0,192.98,7174.83,31283.91,46925865.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,D'banj,371875,194000,2218096,"observed channel views, quarter net change",7469,3904688,15618.75,8872.38,179.26,4685.62,29356.01,44034015.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Aṣa,381828,139000,981390,"observed channel views, quarter net change",130324,4009194,16036.78,3925.56,3127.78,4811.03,27901.15,41851725.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Mannywellz,340642,28000,2169126,"observed channel views, quarter net change",906,3576741,14306.96,8676.5,21.74,4292.09,27297.29,40945935.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Phyno,311106,0,2201509,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",37730,3266613,13066.45,8806.04,905.52,3919.94,26697.95,40046925.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Reminisce,406125,69000,861287,"observed channel views, quarter net change",12061,4264312,17057.25,3445.15,289.46,5117.18,25909.04,38863560.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Show Dem Camp,409818,0,0,no YouTube presence observed,8808,4303089,17212.36,0.0,211.39,5163.71,22587.46,33881190.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Odunsi (The Engine),384294,32700,195788,"observed channel views, quarter net change",13,4035087,16140.35,783.15,0.31,4842.1,21765.91,32648865.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Bracket,376518,0,0,no YouTube presence observed,28593,3953439,15813.76,0.0,686.23,4744.13,21244.12,31866180.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Shallipopi,345156,0,0,no YouTube presence observed,65,3624138,14496.55,0.0,1.56,4348.97,18847.08,28270620.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,WurlD,254297,39100,920850,"observed channel views, quarter net change",45535,2670118,10680.47,3683.4,1092.84,3204.14,18660.85,27991275.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Banky W.,181367,547000,2124140,"observed channel views, quarter net change",8974,1904354,7617.41,8496.56,215.38,2285.22,18614.57,27921855.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Bloody Civilian,336719,0,0,no YouTube presence observed,127,3535550,14142.2,0.0,3.05,4242.66,18387.91,27581865.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Ajebutter22,318237,0,0,no YouTube presence observed,6219,3341488,13365.95,0.0,149.26,4009.79,17525.0,26287500.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Peruzzi,291235,0,0,no YouTube presence observed,41152,3057968,12231.87,0.0,987.65,3669.56,16889.08,25333620.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Vector,267326,61200,509655,"observed channel views, quarter net change",4446,2806923,11227.69,2038.62,106.7,3368.31,16741.32,25111980.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Lady Donli,275388,5540,88260,"observed channel views, quarter net change (1 provider restatement repriced at the artist's median daily rate)",1128,2891574,11566.3,353.04,27.07,3469.89,15416.3,23124450.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,M.I. Abaga,186093,91900,1000286,"observed channel views, quarter net change",7841,1953976,7815.91,4001.14,188.18,2344.77,14350.0,21525000.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Sean Tizzle,216458,28500,415738,"observed channel views, quarter net change",4685,2272809,9091.24,1662.95,112.44,2727.37,13594.0,20391000.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Brymo,102543,54200,1480245,"estimated: subscribers x 9.10 views/month (EST, calibrated)",15105,1076702,4306.81,5920.98,362.52,1292.04,11882.35,17823525.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,9ice,115383,38800,1212755,"observed channel views, quarter net change",9775,1211522,4846.09,4851.02,234.6,1453.83,11385.54,17078310.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Rude Boy,189362,0,0,no YouTube presence observed,1503,1988301,7953.2,0.0,36.07,2385.96,10375.23,15562845.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,HarrySong,142444,0,467551,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",771,1495662,5982.65,1870.2,18.5,1794.79,9666.14,14499210.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Terri,143617,82000,218753,"observed channel views, quarter net change",4748,1507978,6031.91,875.01,113.95,1809.57,8830.44,13245660.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Prettyboy D-O,136461,8310,203150,"observed channel views, quarter net change",1458,1432840,5731.36,812.6,34.99,1719.41,8298.36,12447540.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Seyi Shay,85938,132000,553481,"observed channel views, quarter net change",7552,902349,3609.4,2213.92,181.25,1082.82,7087.39,10631085.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Duncan Mighty,125988,0,0,no YouTube presence observed,5047,1322874,5291.5,0.0,121.13,1587.45,7000.08,10500120.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Lyta,117418,0,0,no YouTube presence observed,1857,1232889,4931.56,0.0,44.57,1479.47,6455.6,9683400.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Dice Ailes,79832,25100,226162,"observed channel views, quarter net change",3784,838236,3352.94,904.65,90.82,1005.88,5354.29,8031435.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,CDQ,34453,28700,730231,"observed channel views, quarter net change",536,361756,1447.03,2920.92,12.86,434.11,4814.92,7222380.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Dremo,80119,0,0,no YouTube presence observed,10759,841250,3365.0,0.0,258.22,1009.5,4632.72,6949080.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Solidstar,48539,64200,483511,"observed channel views, quarter net change",1544,509660,2038.64,1934.04,37.06,611.59,4621.33,6931995.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Qing Madi,75549,0,0,no YouTube presence observed,69,793264,3173.06,0.0,1.66,951.92,4126.64,6189960.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,King Sunny Ade,71467,0,0,no YouTube presence observed,9202,750404,3001.61,0.0,220.85,900.48,4122.94,6184410.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Naeto C,48988,5740,156218,"estimated: subscribers x 9.10 views/month (EST, calibrated)",12951,514374,2057.5,624.87,310.82,617.25,3610.44,5415660.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2023,Olu Maintain,65337,0,0,no YouTube presence observed,407,686038,2744.15,0.0,9.77,823.25,3577.17,5365755.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
