period,account,platform,revenue_usd,revenue_ngn,revenue_share_of_quarter_pct,direct_cost_ngn,shared_cost_allocated_ngn,cost_allocation_basis,total_cost_ngn,net_operating_result_ngn,revenue_measurement_basis,classification
Q2_2024,domestic_production,Spotify,10732329.42,15862382882.76,52.182,0.0,124819414.54,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (52.1820%).",124819414.54,15737563468.22,observed monthly listeners x streams/listener x rate,EST
Q2_2024,domestic_production,YouTube,6396346.63,9453800319.14,31.0999,0.0,74390955.62,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (31.0999%).",74390955.62,9379409363.52,channel view volume x rate,EST
Q2_2024,domestic_production,Deezer,218723.59,323273466.02,1.0635,0.0,2543804.74,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.0635%).",2543804.74,320729661.28,observed fans x streams/fan x rate,EST
Q2_2024,domestic_production,Other digital platforms,3219698.81,4758714841.18,15.6546,0.0,37445824.18,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.6546%).",37445824.18,4721269017.0,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2024,gni_diaspora,Spotify,1220944.32,1804555704.96,59.8373,0.0,14935386.74,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (59.8373%).",14935386.74,1789620318.22,observed monthly listeners x streams/listener x rate,EST
Q2_2024,gni_diaspora,YouTube,445263.95,658100118.1,21.822,0.0,5446758.86,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (21.8220%).",5446758.86,652653359.24,channel view volume x rate,EST
Q2_2024,gni_diaspora,Deezer,7949.09,11748755.02,0.3896,0.0,97238.45,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.3896%).",97238.45,11651516.57,observed fans x streams/fan x rate,EST
Q2_2024,gni_diaspora,Other digital platforms,366283.3,541366717.4,17.9512,0.0,4480616.07,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.9512%).",4480616.07,536886101.33,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2024,domestic_production,Spotify,11045832.96,16325741114.88,51.977,0.0,124328895.33,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (51.9770%).",124328895.33,16201412219.55,observed monthly listeners x streams/listener x rate,EST
Q3_2024,domestic_production,YouTube,6667596.53,9854707671.34,31.3749,0.0,75048655.37,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (31.3749%).",75048655.37,9779659015.97,channel view volume x rate,EST
Q3_2024,domestic_production,Deezer,224222.0,331400116.0,1.0551,0.0,2523781.92,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.0551%).",2523781.92,328876334.08,observed fans x streams/fan x rate,EST
Q3_2024,domestic_production,Other digital platforms,3313749.91,4897722366.98,15.5931,0.0,37298668.85,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.5931%).",37298668.85,4860423698.13,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2024,gni_diaspora,Spotify,1367099.87,2020573607.86,61.6688,0.0,15392529.2,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (61.6688%).",15392529.2,2005181078.66,observed monthly listeners x streams/listener x rate,EST
Q3_2024,gni_diaspora,YouTube,431492.86,637746447.08,19.4643,0.0,4858289.14,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (19.4643%).",4858289.14,632888157.94,channel view volume x rate,EST
Q3_2024,gni_diaspora,Deezer,8119.82,12001093.96,0.3663,0.0,91423.14,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.3663%).",91423.14,11909670.82,observed fans x streams/fan x rate,EST
Q3_2024,gni_diaspora,Other digital platforms,410129.96,606172080.88,18.5006,0.0,4617758.75,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.5006%).",4617758.75,601554322.13,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2024,domestic_production,Spotify,10759380.93,15902365014.54,51.7868,0.0,123874072.9,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (51.7868%).",123874072.9,15778490941.64,observed monthly listeners x streams/listener x rate,EST
Q4_2024,domestic_production,YouTube,6560277.25,9696089775.5,31.5758,0.0,75529276.97,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (31.5758%).",75529276.97,9620560498.53,channel view volume x rate,EST
Q4_2024,domestic_production,Deezer,228819.55,338195294.9,1.1013,0.0,2634427.56,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.1013%).",2634427.56,335560867.34,observed fans x streams/fan x rate,EST
Q4_2024,domestic_production,Other digital platforms,3227814.22,4770709417.16,15.536,0.0,37162221.19,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.5360%).",37162221.19,4733547195.97,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2024,gni_diaspora,Spotify,1188413.89,1756475729.42,60.0245,0.0,14982103.06,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (60.0245%).",14982103.06,1741493626.36,observed monthly listeners x streams/listener x rate,EST
Q4_2024,gni_diaspora,YouTube,426701.31,630664536.18,21.5518,0.0,5379340.53,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (21.5518%).",5379340.53,625285195.65,channel view volume x rate,EST
Q4_2024,gni_diaspora,Deezer,8243.6,12184040.8,0.4164,0.0,103925.46,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.4164%).",103925.46,12080115.34,observed fans x streams/fan x rate,EST
Q4_2024,gni_diaspora,Other digital platforms,356524.18,526942738.04,18.0073,0.0,4494631.08,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.0073%).",4494631.08,522448106.96,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2024,unclassified,Spotify,12.89,19051.42,76.9093,0.0,1599713.6,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (76.9093%).",1599713.6,-1580662.18,observed monthly listeners x streams/listener x rate,EST
Q4_2024,unclassified,YouTube,0.0,0.0,0.0,0.0,0.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.0000%).",0.0,0.0,channel view volume x rate,EST
Q4_2024,unclassified,Deezer,0.0,0.0,0.0,0.0,0.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.0000%).",0.0,0.0,observed fans x streams/fan x rate,EST
Q4_2024,unclassified,Other digital platforms,3.87,5719.86,23.0907,0.0,480286.4,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (23.0907%).",480286.4,-474566.54,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2025,domestic_production,Spotify,10404768.23,15919295391.9,52.746,0.0,127265529.27,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (52.7460%).",127265529.27,15792029862.63,observed monthly listeners x streams/listener x rate,EST
Q1_2025,domestic_production,YouTube,5966052.36,9128060110.8,30.2443,0.0,72973543.9,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (30.2443%).",72973543.9,9055086566.9,channel view volume x rate,EST
Q1_2025,domestic_production,Deezer,233926.92,357908187.6,1.1859,0.0,2861268.28,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.1859%).",2861268.28,355046919.32,observed fans x streams/fan x rate,EST
Q1_2025,domestic_production,Other digital platforms,3121430.41,4775788527.3,15.8238,0.0,38179658.06,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.8238%).",38179658.06,4737608869.24,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2025,gni_diaspora,Spotify,1087259.84,1663507555.2,59.8721,0.0,14944064.87,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (59.8721%).",14944064.87,1648563490.33,observed monthly listeners x streams/listener x rate,EST
Q1_2025,gni_diaspora,YouTube,394176.53,603090090.9,21.7061,0.0,5417839.8,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (21.7061%).",5417839.8,597672251.1,channel view volume x rate,EST
Q1_2025,gni_diaspora,Deezer,8357.81,12787449.3,0.4602,0.0,114875.63,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.4602%).",114875.63,12672573.67,observed fans x streams/fan x rate,EST
Q1_2025,gni_diaspora,Other digital platforms,326177.95,499052263.5,17.9616,0.0,4483219.43,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.9616%).",4483219.43,494569044.07,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2025,unclassified,Spotify,2.48,3794.4,77.0186,0.0,1601987.58,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (77.0186%).",1601987.58,-1598193.18,observed monthly listeners x streams/listener x rate,EST
Q1_2025,unclassified,YouTube,0.0,0.0,0.0,0.0,0.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.0000%).",0.0,0.0,channel view volume x rate,EST
Q1_2025,unclassified,Deezer,0.0,0.0,0.0,0.0,0.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.0000%).",0.0,0.0,observed fans x streams/fan x rate,EST
Q1_2025,unclassified,Other digital platforms,0.74,1132.2,22.9814,0.0,478012.42,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (22.9814%).",478012.42,-476880.22,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2025,domestic_production,Spotify,11234119.01,17188202085.3,51.0581,0.0,123192994.79,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (51.0581%).",123192994.79,17065009090.51,observed monthly listeners x streams/listener x rate,EST
Q2_2025,domestic_production,YouTube,7162383.66,10958446999.8,32.5524,0.0,78542473.35,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (32.5524%).",78542473.35,10879904526.45,channel view volume x rate,EST
Q2_2025,domestic_production,Deezer,235878.3,360893799.0,1.072,0.0,2586634.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.0720%).",2586634.0,358307165.0,observed fans x streams/fan x rate,EST
Q2_2025,domestic_production,Other digital platforms,3370235.74,5156460682.2,15.3174,0.0,36957898.84,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.3174%).",36957898.84,5119502783.36,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2025,gni_diaspora,Spotify,1086014.2,1661601726.0,59.9478,0.0,14962971.94,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (59.9478%).",14962971.94,1646638754.06,observed monthly listeners x streams/listener x rate,EST
Q2_2025,gni_diaspora,YouTube,391321.3,598721589.0,21.6009,0.0,5391577.41,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (21.6009%).",5391577.41,593330011.59,channel view volume x rate,EST
Q2_2025,gni_diaspora,Deezer,8459.88,12943616.4,0.467,0.0,116559.2,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.4670%).",116559.2,12827057.2,observed fans x streams/fan x rate,EST
Q2_2025,gni_diaspora,Other digital platforms,325804.27,498480533.1,17.9843,0.0,4488891.72,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.9843%).",4488891.72,493991641.38,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2025,unclassified,Spotify,0.04,61.2,80.0,0.0,1664000.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (80.0000%).",1664000.0,-1663938.8,observed monthly listeners x streams/listener x rate,EST
Q2_2025,unclassified,YouTube,0.0,0.0,0.0,0.0,0.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.0000%).",0.0,0.0,channel view volume x rate,EST
Q2_2025,unclassified,Deezer,0.0,0.0,0.0,0.0,0.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.0000%).",0.0,0.0,observed fans x streams/fan x rate,EST
Q2_2025,unclassified,Other digital platforms,0.01,15.3,20.0,0.0,416000.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (20.0000%).",416000.0,-415984.7,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2025,domestic_production,Spotify,11444964.6,17510795838.0,51.4639,0.0,124172026.56,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (51.4639%).",124172026.56,17386623811.44,observed monthly listeners x streams/listener x rate,EST
Q3_2025,domestic_production,YouTube,7122986.34,10898169100.2,32.0295,0.0,77280767.56,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (32.0295%).",77280767.56,10820888332.64,channel view volume x rate,EST
Q3_2025,domestic_production,Deezer,237393.44,363211963.2,1.0675,0.0,2575597.7,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (1.0675%).",2575597.7,360636365.5,observed fans x streams/fan x rate,EST
Q3_2025,domestic_production,Other digital platforms,3433489.42,5253238812.6,15.4392,0.0,37251608.4,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.4392%).",37251608.4,5215987204.2,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2025,gni_diaspora,Spotify,1022553.39,1564506686.7,59.347,0.0,14813018.66,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (59.3470%).",14813018.66,1549693668.04,observed monthly listeners x streams/listener x rate,EST
Q3_2025,gni_diaspora,YouTube,385104.4,589209732.0,22.3507,0.0,5578739.18,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (22.3507%).",5578739.18,583630992.82,channel view volume x rate,EST
Q3_2025,gni_diaspora,Deezer,8583.07,13132097.1,0.4981,0.0,124336.96,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.4981%).",124336.96,13007760.14,observed fans x streams/fan x rate,EST
Q3_2025,gni_diaspora,Other digital platforms,306766.02,469352010.6,17.8041,0.0,4443905.64,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (17.8041%).",4443905.64,464908104.96,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q3_2025,unclassified,Spotify,0.04,61.2,80.0,0.0,1664000.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (80.0000%).",1664000.0,-1663938.8,observed monthly listeners x streams/listener x rate,EST
Q3_2025,unclassified,YouTube,0.0,0.0,0.0,0.0,0.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.0000%).",0.0,0.0,channel view volume x rate,EST
Q3_2025,unclassified,Deezer,0.0,0.0,0.0,0.0,0.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.0000%).",0.0,0.0,observed fans x streams/fan x rate,EST
Q3_2025,unclassified,Other digital platforms,0.01,15.3,20.0,0.0,416000.0,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (20.0000%).",416000.0,-415984.7,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2025,domestic_production,Spotify,11860743.98,18146938289.4,51.683,0.0,124700706.85,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (51.6830%).",124700706.85,18022237582.55,observed monthly listeners x streams/listener x rate,EST
Q4_2025,domestic_production,YouTube,7325040.72,11207312301.6,31.9187,0.0,77013529.43,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (31.9187%).",77013529.43,11130298772.17,channel view volume x rate,EST
Q4_2025,domestic_production,Deezer,205022.48,313684394.4,0.8934,0.0,2155551.81,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.8934%).",2155551.81,311528842.59,observed fans x streams/fan x rate,EST
Q4_2025,domestic_production,Other digital platforms,3558223.16,5444081434.8,15.5049,0.0,37410211.7,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (15.5049%).",37410211.7,5406671223.1,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q4_2025,gni_diaspora,Spotify,972779.55,1488352711.5,60.0334,0.0,14984348.28,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (60.0334%).",14984348.28,1473368363.22,observed monthly listeners x streams/listener x rate,EST
Q4_2025,gni_diaspora,YouTube,347071.92,531020037.6,21.419,0.0,5346171.73,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (21.4190%).",5346171.73,525673865.87,channel view volume x rate,EST
Q4_2025,gni_diaspora,Deezer,8710.61,13327233.3,0.5376,0.0,134175.12,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.5376%).",134175.12,13193058.18,observed fans x streams/fan x rate,EST
Q4_2025,gni_diaspora,Other digital platforms,291833.86,446505805.8,18.01,0.0,4495304.41,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.0100%).",4495304.41,442010501.39,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2026,domestic_production,Spotify,12717849.65,19458309964.5,54.9405,0.0,132560350.19,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (54.9405%).",132560350.19,19325749614.31,observed monthly listeners x streams/listener x rate,EST
Q1_2026,domestic_production,YouTube,6407083.02,9802837020.6,27.6783,0.0,66782136.3,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (27.6783%).",66782136.3,9736054884.3,channel view volume x rate,EST
Q1_2026,domestic_production,Deezer,208133.07,318443597.1,0.8991,0.0,2169407.05,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.8991%).",2169407.05,316274190.05,observed fans x streams/fan x rate,EST
Q1_2026,domestic_production,Other digital platforms,3815354.94,5837493058.2,16.4821,0.0,39768105.53,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (16.4821%).",39768105.53,5797724952.67,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q1_2026,gni_diaspora,Spotify,950877.58,1454842697.4,60.4365,0.0,15084938.96,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (60.4365%).",15084938.96,1439757758.44,observed monthly listeners x streams/listener x rate,EST
Q1_2026,gni_diaspora,YouTube,328384.32,502428009.6,20.8716,0.0,5209563.8,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (20.8716%).",5209563.8,497218445.8,channel view volume x rate,EST
Q1_2026,gni_diaspora,Deezer,8825.9,13503627.0,0.561,0.0,140016.09,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.5610%).",140016.09,13363610.91,observed fans x streams/fan x rate,EST
Q1_2026,gni_diaspora,Other digital platforms,285263.25,436452772.5,18.1309,0.0,4525481.31,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (18.1309%).",4525481.31,431927291.19,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2026,domestic_production,Spotify,14122705.92,21607740057.6,54.4999,0.0,130363812.11,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (54.4999%).",130363812.11,21477376245.49,observed monthly listeners x streams/listener x rate,EST
Q2_2026,domestic_production,YouTube,7302402.67,11172676085.1,28.1802,0.0,67406986.66,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (28.1802%).",67406986.66,11105269098.44,channel view volume x rate,EST
Q2_2026,domestic_production,Deezer,251338.9,384548517.0,0.9699,0.0,2320058.02,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (0.9699%).",2320058.02,382228458.98,observed fans x streams/fan x rate,EST
Q2_2026,domestic_production,Other digital platforms,4236811.76,6482321992.8,16.35,0.0,39109143.48,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (16.3500%).",39109143.48,6443212849.32,"ASSUMPTION: a flat uplift on Spotify revenue. No platform in this bucket (Apple Music, Amazon, Boomplay, Audiomack, Tidal) was ever queried; nothing here is measured.",ASM
Q2_2026,gni_diaspora,Spotify,985858.06,1508362831.8,60.4951,0.0,15099583.19,"SHARED. No cost in this dataset is directly attributable to a platform: the cost card is per artist per quarter, not per platform. Allocated on this platform's share of the account's revenue in this quarter (60.4951%).",15099583.19,1493263248.61,observed monthly listeners x streams/listener x rate,EST
