period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source
Q3_2025,Mr Real,43857,0,0,estimated,92,460498,1841.99,0,2.21,552.6,2396.8,3595200.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Naeto C,100661,0,0,estimated,13013,1056940,4227.76,0,312.31,1268.33,5808.4,8712603.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Naira Marley,1617663,1220244,54910980,estimated,151301,16985462,67941.85,219643.92,3631.22,20382.55,311599.54,467399315.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Niniola,308628,124589,5606505,estimated,8858,3240594,12962.38,22426.02,212.59,3888.71,39489.7,59234551.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Nonso Amadi,525171,167644,7543980,estimated,6,5514296,22057.18,30175.92,0.14,6617.15,58850.4,88275600.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,ODUMODUBLVCK,3425880,247000,11115000,estimated,11691,35971740,143886.96,44460,280.58,43166.09,231793.63,347690448,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Odunsi (The Engine),290977,38241,1720845,estimated,5525,3055258,12221.03,6883.38,132.6,3666.31,22903.32,34354986.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Olakira,334871,662083,29793735,estimated,24492,3516146,14064.58,119174.94,587.81,4219.37,138046.7,207070056.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Olamide,4237353,1371389,19605696,actual,34,44492206,177968.83,78422.78,0.82,53390.65,309783.07,464674610.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Olu Maintain,100421,0,0,estimated,457,1054420,4217.68,0,10.97,1265.3,5493.95,8240931.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Omah Lay,10422512,2508000,112860000,estimated,322607,109436376,437745.5,451440,7742.57,131323.65,1028251.72,1542377585,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Oxlade,4467651,683875,20026253,actual,104759,46910336,187641.34,80105.01,2514.22,56292.4,326552.97,489829458.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,P-Square,2088774,2840833,22564485,actual,207931,21932127,87728.51,90257.94,4990.34,26318.55,209295.34,313943016.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Patoranking,1494784,1786129,10998182,actual,188506,15695232,62780.93,43992.73,4524.14,18834.28,130132.08,195198117.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Peruzzi,505820,27900,1255500,estimated,41545,5311110,21244.44,5022,997.08,6373.33,33636.85,50455278,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Pheelz,2521494,380667,17130015,estimated,29626,26475687,105902.75,68520.06,711.02,31770.82,206904.66,310356984.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Phyno,1311207,646857,8728656,actual,41,13767674,55070.69,34914.62,0.98,16521.21,106507.51,159761265.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Portable,490327,263444,11854980,estimated,653,5148434,20593.73,47419.92,15.67,6178.12,74207.45,111311169.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Praiz,243066,0,0,estimated,1614,2552193,10208.77,0,38.74,3062.63,13310.14,19965209.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Prettyboy D-O,69152,9481,426645,estimated,1492,726096,2904.38,1706.58,35.81,871.32,5518.09,8277130.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Qing Madi,1794084,316500,14242500,estimated,2155,18837882,75351.53,56970,51.72,22605.46,154978.71,232468059.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Reekado Banks,926832,517100,4311682,actual,0,9731736,38926.94,17246.73,0,11678.08,67851.76,101777632.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Rema,20017688,5154000,106324961,actual,522112,210185724,840742.9,425299.84,12530.69,252222.87,1530796.3,2296194445,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Reminisce,366721,78309,3523905,estimated,12339,3850570,15402.28,14095.62,296.14,4620.68,34414.72,51622083.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Ric Hassani,570830,731667,4263143,actual,8636,5993715,23974.86,17052.57,207.26,7192.46,48427.15,72640731,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Rude Boy,267081,0,0,estimated,0,2804350,11217.4,0,0,3365.22,14582.62,21873933.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Ruger,4274159,2107273,35041154,actual,123513,44878670,179514.68,140164.62,2964.31,53854.4,376498.01,564747014.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Sarz,3912976,101000,4545000,estimated,60141,41086248,164344.99,18180,1443.38,49303.5,233271.87,349907810.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Sauce Kid,6448,1866,83970,estimated,119,67704,270.82,335.88,2.86,81.24,690.8,1036195.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Sean Tizzle,151953,65962,2968290,estimated,4783,1595506,6382.03,11873.16,114.79,1914.61,20284.59,30426878.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Seyi Shay,132182,143911,6475995,estimated,0,1387911,5551.64,25903.98,0,1665.49,33121.12,49681675.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Seyi Vibez,3374553,379667,17085015,estimated,18629,35432806,141731.23,68340.06,447.1,42519.37,253037.75,379556624.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Shallipopi,5853023,535200,24084000,estimated,11763,61456742,245826.97,96336,282.31,73748.09,416193.37,624290051.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Show Dem Camp,482214,12655,569475,estimated,9327,5063247,20252.99,2277.9,223.85,6075.9,28830.63,43245948.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Simi,1567505,1090000,1060248,actual,165073,16458802,65835.21,4240.99,3961.75,19750.56,93788.52,140682775.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Skiibii,704138,337840,15202800,estimated,0,7393449,29573.8,60811.2,0,8872.14,99257.13,148885702.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Small Doctor,52302,30896,1390320,estimated,670,549171,2196.68,5561.28,16.08,659.01,8433.05,12649573.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Solidstar,90481,0,0,estimated,1600,950050,3800.2,0,38.4,1140.06,4978.66,7467993.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Sound Sultan,73364,17921,806445,estimated,1293,770322,3081.29,3225.78,31.03,924.39,7262.49,10893729.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Spyro,929431,591000,26595000,estimated,10015,9759026,39036.1,106380,240.36,11710.83,157367.29,236050938.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Tay Iwar,1105721,27594,1241730,estimated,55,11610070,46440.28,4966.92,1.32,13932.08,65340.61,98010909.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Tekno,1915646,2750556,29754934,actual,0,20114283,80457.13,119019.74,0,24137.14,223614.01,335421011.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Tempoe,3219017,0,0,estimated,12942,33799678,135198.71,0,310.61,40559.61,176068.94,264103404.3,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Tems,21329854,1248333,32570152,actual,225508,223963467,895853.87,130280.61,5412.19,268756.16,1300302.83,1950454243,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Teni,1086091,799625,4000882,actual,11,11403956,45615.82,16003.53,0.26,13684.75,75304.36,112956540.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Terri,126579,87757,3949065,estimated,0,1329080,5316.32,15796.26,0,1594.9,22707.47,34061210.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Terry Apala,230800,6456,290520,estimated,448,2423400,9693.6,1162.08,10.75,2908.08,13774.51,20661768,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Timaya,883613,116200,7538212,actual,0,9277936,37111.75,30152.85,0,11133.52,78398.12,117597176.7,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Tiwa Savage,2847539,1547568,21964990,actual,0,29899160,119596.64,87859.96,0,35878.99,243335.59,365003384.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Vector,723904,73344,3300480,estimated,0,7600992,30403.97,13201.92,0,9121.19,52727.08,79090617.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Victony,4953481,751500,33817500,estimated,65142,52011550,208046.2,135270,1563.41,62413.86,407293.47,610940205.9,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Waje,39964,50745,2283525,estimated,1790,419622,1678.49,9134.1,42.96,503.55,11359.09,17038641.6,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Wande Coal,2064662,101000,3465046,actual,281,21678951,86715.8,13860.18,6.74,26014.74,126597.47,189896209.8,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Wizkid,13376389,3461539,65321367,actual,958468,140452084,561808.34,261285.47,23003.23,168542.5,1014639.54,1521959309,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,WurlD,539215,43097,1939365,estimated,46963,5661758,22647.03,7757.46,1127.11,6794.11,38325.71,57488566.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Ycee,391416,223344,10050480,estimated,0,4109868,16439.47,40201.92,0,4931.84,61573.23,92359850.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Yemi Alade,1053228,2510690,8829084,actual,0,11058894,44235.58,35316.34,0,13270.67,92822.58,139233877.2,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Young Jonn,3798819,378333,17024985,estimated,27181,39887600,159550.4,68099.94,652.34,47865.12,276167.8,414251702.1,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Yung6ix,136985,305,13725,estimated,760,1438342,5753.37,54.9,18.24,1726.01,7552.52,11328781.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Zinoleesky,2066215,261286,11757870,estimated,60296,21695258,86781.03,47031.48,1447.1,26034.31,161293.92,241940884.5,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,Zlatan,2166756,403333,18149985,estimated,119647,22750938,91003.75,72599.94,2871.53,27301.13,193776.35,290664518.4,Chartmetric + SoundCharts API + per-stream rates
Q3_2025,=== PERIOD TOTAL ===,,,,,,,,,,,23180573.93,34770860890,Aggregated
Q4_2025,2Baba,770388,487286,4161914,actual,10703,8089074,32356.3,16647.66,256.87,9706.89,58967.71,88451569.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,9ice,375208,2570,115650,estimated,10039,3939684,15758.74,462.6,240.94,4727.62,21189.89,31784839.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Adekunle Gold,3226217,1001471,12426371,actual,198663,33875278,135501.11,49705.48,4767.91,40650.33,230624.84,345937266.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Ajebutter22,207074,50652,2279340,estimated,7,2174277,8697.11,9117.36,0.17,2609.13,20423.77,30635652.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Amaarae,5230672,451133,20300985,estimated,35837,54922056,219688.22,81203.94,860.09,65906.47,367658.72,551488078.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Asake,7840860,1828750,41094121,actual,113947,82329030,329316.12,164376.48,2734.73,98794.84,595222.17,892833252,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Ayra Starr,18313802,3015000,98472900,actual,208853,192294921,769179.68,393891.6,5012.47,230753.91,1398837.66,2098256492,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Aṣa,470738,942,2645458,actual,136546,4942749,19771,10581.83,3277.1,5931.3,39561.23,59341846.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,BNXN,4844165,454800,20466000,estimated,72663,50863732,203454.93,81864,1743.91,61036.48,348099.32,522148981.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Bad Boy Timz,475305,14300,643500,estimated,18852,4990702,19962.81,2574,452.45,5988.84,28978.1,43467151.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Banky W.,312377,584122,645562,actual,9115,3279958,13119.83,2582.25,218.76,3935.95,19856.79,29785188.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Bayanni,1795489,244333,10994985,estimated,4340,18852634,75410.54,43979.94,104.16,22623.16,142117.8,213176699.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Bella Shmurda,2500499,506000,22770000,estimated,4,26255240,105020.96,91080,0.1,31506.29,227607.34,341411012.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Blaqbonez,1586757,315080,14178600,estimated,31610,16660948,66643.79,56714.4,758.64,19993.14,144109.97,216164958.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Bloody Civilian,903768,17468,786060,estimated,2277,9489564,37958.26,3144.24,54.65,11387.48,52544.62,78816931.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Boj,1335937,22519,1013355,estimated,8931,14027338,56109.35,4053.42,214.34,16832.81,77209.92,115814886.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Boy Spyce,780498,141111,6349995,estimated,3458,8195229,32780.92,25399.98,82.99,9834.27,68098.16,102147244.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Bracket,650446,1085158,4560858,actual,30526,6829683,27318.73,18243.43,732.62,8195.62,54490.41,81735611.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Brymo,343635,69233,3115485,estimated,15649,3608168,14432.67,12461.94,375.58,4329.8,31599.99,47399980.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Burna Boy,172,0,0,estimated,1,1806,7.22,0,0.02,2.17,9.42,14122.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,CDQ,337871,0,289983,actual,648,3547646,14190.58,1159.93,15.55,4257.17,19623.24,29434860.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,CKay,10397917,4298667,34444449,actual,8,109178128,436712.51,137777.8,0.19,131013.75,705504.26,1058256384,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Chike,2213121,1224815,55116675,estimated,53519,23237770,92951.08,220466.7,1284.46,27885.32,342587.56,513881343.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Crayon,1554751,257188,8149860,actual,0,16324886,65299.54,32599.44,0,19589.86,117488.84,176233266.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Cruel Santino,827200,5371,241695,estimated,171,8685600,34742.4,966.78,4.1,10422.72,46136,69204006,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,D'banj,589391,231869,1768825,actual,7683,6188606,24754.42,7075.3,184.39,7426.33,39440.44,59160660.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,DJ Neptune,1061134,274333,1749938,actual,66,11141907,44567.63,6999.75,1.58,13370.29,64939.25,97408878.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,DJ Spinall,16,373821,16821945,estimated,0,168,0.67,67287.78,0,0.2,67288.65,100932980.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Dammy Krane,34021,0,0,estimated,564,357220,1428.88,0,13.54,428.66,1871.08,2806623.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Darey,183964,76441,3439845,estimated,3806,1931622,7726.49,13759.38,91.34,2317.95,23895.16,35842737.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Darkoo,3758442,325000,14625000,estimated,1,39463641,157854.56,58500,0.02,47356.37,263710.96,395566435.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Davido,9440809,4870909,76478201,actual,880786,99128494,396513.98,305912.8,21138.86,118954.19,842519.84,1263779759,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Dice Ailes,189282,16,720,estimated,3952,1987461,7949.84,2.88,94.85,2384.95,10432.53,15648787.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Dremo,206170,6922,311490,estimated,10938,2164785,8659.14,1245.96,262.51,2597.74,12765.35,19148031,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Duncan Mighty,572058,2614,1813367,actual,5295,6006609,24026.44,7253.47,127.08,7207.93,38614.91,57922372.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Eldee,72756,0,0,estimated,4235,763938,3055.75,0,101.64,916.73,4074.12,6111176.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Falz,784947,360303,1974368,actual,732,8241944,32967.77,7897.47,17.57,9890.33,50773.15,76159719.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Fela Kuti,437860,256125,1095108,actual,198857,4597530,18390.12,4380.43,4772.57,5517.04,33060.16,49590234,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Fireboy DML,8427504,2028182,36809565,actual,344490,88488792,353955.17,147238.26,8267.76,106186.55,615647.74,923471607.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Flavour,1394046,3906364,175786380,estimated,87982,14637483,58549.93,703145.52,2111.57,17564.98,781372,1172057999,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Flavour N'abania,76,3906364,175786380,estimated,3930,798,3.19,703145.52,94.32,0.96,703243.99,1054865984,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,HarrySong,113564,92005,4140225,estimated,891,1192422,4769.69,16560.9,21.38,1430.91,22782.88,34174317.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Ice Prince,901890,168175,2174276,actual,0,9469845,37879.38,8697.1,0,11363.81,57940.3,86910447,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Illbliss,194113,13179,593055,estimated,368,2038186,8152.75,2372.22,8.83,2445.82,12979.62,19469432.7,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Iyanya,607267,694571,9131041,actual,0,6376304,25505.21,36524.16,0,7651.56,69680.94,104521413.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Jesse Jagz,110305,16307,733815,estimated,5431,1158202,4632.81,2935.26,130.34,1389.84,9088.26,13632385.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Joeboy,3421212,1556667,70050015,estimated,30,35922726,143690.9,280200.06,0.72,43107.27,466998.96,700498432.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Johnny Drille,883064,909000,40905000,estimated,9457,9272172,37088.69,163620,226.97,11126.61,212062.26,318093393.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Khaid,2660702,662000,29790000,estimated,4277,27937371,111749.48,119160,102.65,33524.85,264536.98,396805465.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,King Sunny Ade,145486,27136,1221120,estimated,13004,1527603,6110.41,4884.48,312.1,1833.12,13140.11,19710167.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Kizz Daniel,4456012,3595000,37092198,actual,236009,46788126,187152.5,148368.79,5664.22,56145.75,397331.26,595996894.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Korede Bello,738601,285945,2521574,actual,23264,7755310,31021.24,10086.3,558.34,9306.37,50972.25,76458369.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,LADIPOE,1196792,118545,5334525,estimated,72870,12566316,50265.26,21338.1,1748.88,15079.58,88431.82,132647734.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Lady Donli,128226,6593,296685,estimated,1521,1346373,5385.49,1186.74,36.5,1615.65,8224.38,12336575.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Lagbaja,11739,6026,271170,estimated,2886,123260,493.04,1084.68,69.26,147.91,1794.89,2692340.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Libianca,5058054,1260278,24449288,actual,7,53109567,212438.27,97797.15,0.17,63731.48,373967.07,560950602.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Lil Kesh,975226,87662,3678531,actual,2963,10239873,40959.49,14714.12,71.11,12287.85,68032.58,102048863.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Lojay,4368415,391500,17617500,estimated,50008,45868358,183473.43,70470,1200.19,55042.03,310185.65,465278476.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Lyta,415105,93447,4205115,estimated,0,4358602,17434.41,16820.46,0,5230.32,39485.19,59227789.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,M.I. Abaga,245452,104500,4702500,estimated,2099,2577246,10308.98,18810,50.38,3092.7,32262.06,48393082.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Magixx,1385693,283400,12753000,estimated,4326,14549776,58199.11,51012,103.82,17459.73,126774.66,190161992.7,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Maleek Berry,1184901,633750,2566334,actual,5,12441460,49765.84,10265.34,0.12,14929.75,74961.05,112441575.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Mannywellz,269441,58245,2621025,estimated,1803,2829130,11316.52,10484.1,43.27,3394.96,25238.85,37858275.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Mayorkun,1288395,275083,12378735,estimated,145056,13528148,54112.59,49514.94,3481.34,16233.78,123342.65,185013976.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Mohbad,1487606,67400,3033000,estimated,49176,15619863,62479.45,12132,1180.22,18743.84,94535.51,141803267.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Mr Eazi,4587018,1323462,9428019,actual,344645,48163689,192654.76,37712.08,8271.48,57796.43,296434.74,444652108.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Mr Real,51783,0,0,estimated,98,543722,2174.89,0,2.35,652.47,2829.7,4244555.7,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Naeto C,109654,0,0,estimated,13020,1151367,4605.47,0,312.48,1381.64,6299.59,9449382.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Naira Marley,1609155,1243846,55973070,estimated,151578,16896128,67584.51,223892.28,3637.87,20275.35,315390.01,473085022.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Niniola,272649,126000,5670000,estimated,8959,2862814,11451.26,22680,215.02,3435.38,37781.65,56672477.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Nonso Amadi,493802,169000,7605000,estimated,6,5184921,20739.68,30420,0.14,6221.91,57381.73,86072599.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,ODUMODUBLVCK,3967551,279286,12567870,estimated,13004,41659286,166637.14,50271.48,312.1,49991.14,267211.86,400817790.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Odunsi (The Engine),289027,38622,1737990,estimated,5553,3034784,12139.13,6951.96,133.27,3641.74,22866.11,34299159.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Olakira,368790,669125,30110625,estimated,24552,3872295,15489.18,120442.5,589.25,4646.75,141167.68,211751523,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Olamide,4239631,1402281,14199686,actual,34,44516126,178064.5,56798.74,0.82,53419.35,288283.41,432425118.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Olu Maintain,103971,0,0,estimated,469,1091696,4366.78,0,11.26,1310.03,5688.07,8532108.9,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Omah Lay,10914197,2605455,117245475,estimated,330884,114599068,458396.27,468981.9,7941.22,137518.88,1072838.27,1609257408,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Oxlade,4220866,693545,18136549,actual,105755,44319093,177276.37,72546.2,2538.12,53182.91,305543.6,458315399.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,P-Square,2634300,2912667,23183443,actual,208877,27660150,110640.6,92733.77,5013.05,33192.18,241579.6,362369400,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Patoranking,1794386,1821515,11880695,actual,188586,18841053,75364.21,47522.78,4526.06,22609.26,150022.32,225033479.4,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Peruzzi,557177,29436,1324620,estimated,41618,5850358,23401.43,5298.48,998.83,7020.43,36719.18,55078764.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Pheelz,2375937,389000,17505000,estimated,30350,24947338,99789.35,70020,728.4,29936.81,200474.56,300711840.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Phyno,1588743,659556,8968873,actual,41,16681802,66727.21,35875.49,0.98,20018.16,122621.84,183932765.7,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Portable,438705,276000,12420000,estimated,662,4606402,18425.61,49680,15.89,5527.68,73649.18,110473771.5,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Praiz,246309,0,0,estimated,1637,2586244,10344.98,0,39.29,3103.49,13487.76,20231639.1,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Prettyboy D-O,107810,9569,430605,estimated,1495,1132005,4528.02,1722.42,35.88,1358.41,7644.73,11467089,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Qing Madi,1748238,340500,15322500,estimated,2450,18356499,73426,61290,58.8,22027.8,156802.59,235203892.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Reekado Banks,944948,523412,3810449,actual,2,9921954,39687.82,15241.8,0.05,11906.34,66836,100254007.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Rema,19419342,5317143,110855684,actual,534020,203903091,815612.36,443422.74,12816.48,244683.71,1516535.29,2274802934,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Reminisce,432872,79006,3555270,estimated,12377,4545156,18180.62,14221.08,297.05,5454.19,38152.94,57229408.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Ric Hassani,501820,739933,3873608,actual,8752,5269110,21076.44,15494.43,210.05,6322.93,43103.85,64655778,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Rude Boy,239337,0,0,estimated,0,2513038,10052.15,0,0,3015.65,13067.8,19601700.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Ruger,4621747,2189091,33825733,actual,126966,48528344,194113.37,135302.93,3047.18,58234.01,390697.5,586046253.3,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Sarz,4877142,128529,5783805,estimated,60890,51209991,204839.96,23135.22,1461.36,61451.99,290888.53,436332799.8,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Sauce Kid,6160,1870,84150,estimated,120,64680,258.72,336.6,2.88,77.62,675.82,1013724,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Sean Tizzle,157703,66381,2987145,estimated,4801,1655882,6623.53,11948.58,115.22,1987.06,20674.39,31011581.7,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Seyi Shay,150703,145000,6525000,estimated,8,1582382,6329.53,26100,0.19,1898.86,34328.58,51492863.7,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Seyi Vibez,3862950,420000,18900000,estimated,19703,40560975,162243.9,75600,472.87,48673.17,286989.94,430484913,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Shallipopi,6140394,587667,26445015,estimated,13874,64474137,257896.55,105780.06,332.98,77368.96,441378.55,662067822.6,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Show Dem Camp,589458,12626,568170,estimated,9417,6189309,24757.24,2272.68,226.01,7427.17,34683.09,52024642.2,Chartmetric + SoundCharts API + per-stream rates
Q4_2025,Simi,1509331,1109667,5592981,actual,165262,15847976,63391.9,22371.92,3966.29,19017.57,108747.68,163121526.9,Chartmetric + SoundCharts API + per-stream rates
